dt,pool,aqua,wellness
2024-03-19 05:07:24,0,0,0
2024-03-19 05:25:28,0,0,0
2024-03-19 05:36:44,1,0,0
2024-03-19 05:52:52,12,0,0
2024-03-19 06:05:02,41,0,0
2024-03-19 06:25:45,59,0,0
2024-03-19 06:35:15,63,0,0
2024-03-19 06:52:46,66,0,0
2024-03-19 07:08:03,69,0,0
2024-03-19 07:26:16,39,0,0
2024-03-19 07:35:07,47,0,0
2024-03-19 07:52:48,38,0,0
2024-03-19 08:03:20,35,0,0
2024-03-19 08:20:43,31,0,0
2024-03-19 08:35:21,32,0,0
2024-03-19 08:52:28,31,0,0
2024-03-19 09:08:05,33,0,0
2024-03-19 09:25:22,32,0,0
2024-03-19 09:35:30,28,0,0
2024-03-19 09:52:34,31,0,0
2024-03-19 10:04:52,32,4,0
2024-03-19 10:21:00,39,10,0
2024-03-19 10:36:19,46,15,0
2024-03-19 10:52:47,36,20,0
2024-03-19 11:06:12,42,19,0
2024-03-19 11:26:35,48,19,0
2024-03-19 11:35:08,58,10,0
2024-03-19 11:52:51,47,11,0
2024-03-19 12:02:33,54,6,3
2024-03-19 12:19:08,41,6,4
2024-03-19 12:35:42,39,4,7
2024-03-19 12:52:30,36,5,9
2024-03-19 13:10:40,35,4,13
2024-03-19 13:37:15,31,22,18
2024-03-19 13:46:17,35,22,16
2024-03-19 13:54:03,32,25,15
2024-03-19 14:06:48,39,24,15
2024-03-19 14:21:35,53,9,13
2024-03-19 14:35:27,55,3,10
2024-03-19 14:52:45,51,3,11
2024-03-19 15:05:02,55,3,14
2024-03-19 15:24:47,58,5,12
2024-03-19 15:35:30,71,4,15
2024-03-19 15:52:44,76,17,19
2024-03-19 16:04:21,91,16,20
2024-03-19 16:23:49,115,17,22
2024-03-19 16:35:15,119,20,21
2024-03-19 16:52:36,148,35,20
2024-03-19 17:07:58,139,47,14
2024-03-19 17:28:49,129,53,18
2024-03-19 17:39:12,150,41,21
2024-03-19 17:52:44,152,42,21
2024-03-19 18:06:21,179,38,24
2024-03-19 18:24:29,179,16,27
2024-03-19 18:36:03,167,16,30
2024-03-19 18:52:36,171,24,30
2024-03-19 19:07:23,167,38,34
2024-03-19 19:26:04,161,40,34
2024-03-19 19:35:21,154,41,40
2024-03-19 19:52:51,161,33,36
2024-03-19 20:04:25,170,21,29
2024-03-19 20:17:55,151,10,32
2024-03-19 20:35:09,136,0,28
2024-03-19 20:52:35,122,0,18
2024-03-19 21:06:37,112,0,0
