dt,pool,aqua,wellness
2018-02-18 06:00:04,0,0,0
2018-02-18 06:15:03,0,0,0
2018-02-18 06:30:04,0,0,0
2018-02-18 06:45:03,0,0,0
2018-02-18 07:00:05,0,0,0
2018-02-18 07:15:04,0,0,0
2018-02-18 07:30:08,0,0,0
2018-02-18 07:45:08,0,0,0
2018-02-18 08:00:04,0,0,0
2018-02-18 08:15:03,0,0,0
2018-02-18 08:30:05,3,0,0
2018-02-18 08:45:03,3,0,0
2018-02-18 09:00:05,3,0,0
2018-02-18 09:15:03,3,0,0
2018-02-18 09:30:04,3,0,0
2018-02-18 09:45:03,3,0,0
2018-02-18 10:00:04,3,0,0
2018-02-18 10:15:03,77,7,6
2018-02-18 10:30:03,78,36,15
2018-02-18 10:45:07,63,83,23
2018-02-18 11:00:06,74,89,29
2018-02-18 11:15:04,75,102,33
2018-02-18 11:30:04,69,110,35
2018-02-18 11:45:04,93,98,30
2018-02-18 12:00:06,85,78,34
2018-02-18 12:15:03,101,65,34
2018-02-18 12:30:03,83,66,28
2018-02-18 12:45:04,76,65,23
2018-02-18 13:00:04,93,52,21
2018-02-18 13:15:05,72,58,20
2018-02-18 13:30:03,77,58,29
2018-02-18 13:45:04,71,56,29
2018-02-18 14:00:08,73,68,23
2018-02-18 14:15:03,114,71,27
2018-02-18 14:30:04,105,94,31
2018-02-18 14:45:04,93,116,30
2018-02-18 15:00:05,99,143,29
2018-02-18 15:15:08,104,142,34
2018-02-18 15:30:03,118,148,35
2018-02-18 15:45:04,131,137,43
2018-02-18 16:00:07,124,141,44
2018-02-18 16:15:04,113,143,43
2018-02-18 16:30:04,118,133,41
2018-02-18 16:45:06,121,116,43
2018-02-18 17:00:05,93,106,56
2018-02-18 17:15:03,122,82,60
2018-02-18 17:30:04,101,71,59
2018-02-18 17:45:03,101,61,58
2018-02-18 18:00:06,118,42,53
2018-02-18 18:15:03,113,36,52
2018-02-18 18:30:04,98,35,46
2018-02-18 18:45:03,87,38,44
2018-02-18 19:00:06,72,55,39
2018-02-18 19:15:03,78,48,36
2018-02-18 19:30:04,94,28,45
2018-02-18 19:45:04,80,26,51
2018-02-18 20:00:04,69,18,54
2018-02-18 20:15:03,76,11,52
2018-02-18 20:30:05,80,4,52
2018-02-18 20:45:03,65,11,49
2018-02-18 21:00:03,54,13,42
2018-02-18 21:15:03,54,11,29
2018-02-18 21:30:04,44,4,8
2018-02-18 21:45:05,15,4,0
