dt,pool,aqua,wellness
2018-04-26 06:00:05,22,0,0
2018-04-26 06:15:04,44,0,0
2018-04-26 06:30:06,49,0,0
2018-04-26 06:45:04,48,0,0
2018-04-26 07:00:04,51,0,0
2018-04-26 07:15:03,49,0,0
2018-04-26 07:30:04,31,0,0
2018-04-26 07:45:04,31,0,0
2018-04-26 08:00:06,28,0,0
2018-04-26 08:15:03,24,0,0
2018-04-26 08:30:04,20,0,0
2018-04-26 08:45:03,19,0,0
2018-04-26 09:00:07,20,0,0
2018-04-26 09:15:04,23,0,0
2018-04-26 09:30:05,22,0,0
2018-04-26 09:45:04,19,0,0
2018-04-26 10:00:05,36,0,0
2018-04-26 10:15:08,41,11,0
2018-04-26 10:30:04,35,20,0
2018-04-26 10:45:04,30,25,0
2018-04-26 11:00:04,38,14,0
2018-04-26 11:15:08,28,15,0
2018-04-26 11:30:11,28,12,0
2018-04-26 11:45:04,21,18,0
2018-04-26 12:00:04,19,18,0
2018-04-26 12:15:03,16,21,4
2018-04-26 12:30:03,25,23,5
2018-04-26 12:45:03,20,30,10
2018-04-26 13:00:04,44,23,10
2018-04-26 13:15:05,59,20,13
2018-04-26 13:30:04,44,35,15
2018-04-26 13:45:09,50,38,10
2018-04-26 14:00:03,62,38,9
2018-04-26 14:15:04,57,32,9
2018-04-26 14:30:03,56,16,2
2018-04-26 14:45:03,49,14,3
2018-04-26 15:00:05,37,19,2
2018-04-26 15:15:04,47,19,2
2018-04-26 15:30:04,61,18,4
2018-04-26 15:45:03,64,27,5
2018-04-26 16:00:04,57,29,6
2018-04-26 16:15:03,74,26,6
2018-04-26 16:30:04,89,35,7
2018-04-26 16:45:08,74,37,11
2018-04-26 17:00:06,84,36,9
2018-04-26 17:15:03,79,39,9
2018-04-26 17:30:05,87,26,8
2018-04-26 17:45:04,82,29,7
2018-04-26 18:00:07,78,30,7
2018-04-26 18:15:04,71,36,7
2018-04-26 18:30:04,57,36,10
2018-04-26 18:45:04,62,40,11
2018-04-26 19:00:06,84,32,13
2018-04-26 19:15:03,87,26,14
2018-04-26 19:30:08,80,20,15
2018-04-26 19:45:04,73,22,13
2018-04-26 20:00:04,78,24,12
2018-04-26 20:15:04,75,19,14
2018-04-26 20:30:04,78,15,13
2018-04-26 20:45:04,68,13,7
2018-04-26 21:00:04,33,8,7
2018-04-26 21:15:04,37,0,5
2018-04-26 21:30:05,17,0,0
2018-04-26 21:45:03,6,0,0
