dt,pool,aqua,wellness
2019-07-06 06:00:02,0,0,0
2019-07-06 06:15:02,0,0,0
2019-07-06 06:30:03,0,0,0
2019-07-06 06:45:02,0,0,0
2019-07-06 07:00:03,1,0,0
2019-07-06 07:15:02,1,0,0
2019-07-06 07:30:03,1,0,0
2019-07-06 07:45:02,20,0,0
2019-07-06 08:00:03,19,0,0
2019-07-06 08:15:02,19,0,0
2019-07-06 08:30:03,19,0,0
2019-07-06 08:45:03,19,0,0
2019-07-06 09:00:03,19,0,0
2019-07-06 09:15:03,20,0,0
2019-07-06 09:30:03,21,0,0
2019-07-06 09:45:03,24,0,0
2019-07-06 10:00:03,30,0,0
2019-07-06 10:15:02,50,3,0
2019-07-06 10:30:03,60,9,0
2019-07-06 10:45:02,58,11,1
2019-07-06 11:00:03,50,23,1
2019-07-06 11:15:02,49,32,1
2019-07-06 11:30:04,43,38,6
2019-07-06 11:45:02,57,43,7
2019-07-06 12:00:02,49,45,7
2019-07-06 12:15:03,63,31,9
2019-07-06 12:30:03,63,30,9
2019-07-06 12:45:03,40,37,1
2019-07-06 13:00:03,40,29,2
2019-07-06 13:15:02,28,39,3
2019-07-06 13:30:03,43,42,3
2019-07-06 13:45:02,53,44,3
2019-07-06 14:00:03,44,66,5
2019-07-06 14:15:02,53,81,4
2019-07-06 14:30:04,76,76,7
2019-07-06 14:45:02,81,80,7
2019-07-06 15:00:02,55,107,11
2019-07-06 15:15:03,66,96,11
2019-07-06 15:30:04,57,91,7
2019-07-06 15:45:02,76,95,3
2019-07-06 16:00:02,76,78,4
2019-07-06 16:15:02,63,82,4
2019-07-06 16:30:02,66,71,4
2019-07-06 16:45:02,70,64,3
2019-07-06 17:00:03,90,70,2
2019-07-06 17:15:02,83,52,2
2019-07-06 17:30:02,80,44,4
2019-07-06 17:45:03,62,41,6
2019-07-06 18:00:02,66,44,7
2019-07-06 18:15:02,61,41,10
2019-07-06 18:30:02,69,36,12
2019-07-06 18:45:02,54,34,15
2019-07-06 19:00:04,43,30,17
2019-07-06 19:15:02,59,18,11
2019-07-06 19:30:04,61,10,8
2019-07-06 19:45:03,33,19,9
2019-07-06 20:00:04,27,20,12
2019-07-06 20:15:03,29,17,8
2019-07-06 20:30:03,22,15,5
2019-07-06 20:45:02,21,10,3
2019-07-06 21:00:03,12,0,0
2019-07-06 21:15:02,5,0,0
2019-07-06 21:30:03,5,0,0
2019-07-06 21:45:02,5,0,0
