dt,pool,aqua,wellness
2025-02-22 05:16:52,0,0,0
2025-02-22 05:31:29,0,0,0
2025-02-22 05:40:14,0,0,0
2025-02-22 05:48:16,0,0,0
2025-02-22 06:13:36,0,0,0
2025-02-22 06:27:41,0,0,0
2025-02-22 06:35:47,0,0,0
2025-02-22 06:48:08,0,0,0
2025-02-22 07:20:30,0,0,0
2025-02-22 07:34:53,0,0,0
2025-02-22 07:43:22,6,0,0
2025-02-22 07:49:50,12,0,0
2025-02-22 08:12:22,15,0,0
2025-02-22 08:22:17,15,0,0
2025-02-22 08:34:26,15,0,0
2025-02-22 08:48:19,15,0,0
2025-02-22 09:16:41,68,10,9
2025-02-22 09:29:00,84,27,9
2025-02-22 09:37:36,94,43,12
2025-02-22 09:48:23,99,53,18
2025-02-22 10:14:32,101,74,21
2025-02-22 10:25:45,86,84,22
2025-02-22 10:33:49,65,101,18
2025-02-22 10:48:15,100,98,19
2025-02-22 11:13:28,88,148,13
2025-02-22 11:30:27,92,140,8
2025-02-22 11:39:47,97,133,9
2025-02-22 11:48:19,103,117,13
2025-02-22 12:10:49,79,129,20
2025-02-22 12:20:27,129,117,22
2025-02-22 12:34:23,271,114,27
2025-02-22 12:48:26,345,87,33
2025-02-22 13:25:16,345,79,30
2025-02-22 13:45:03,366,75,34
2025-02-22 13:52:03,373,67,33
2025-02-22 13:59:03,366,76,36
2025-02-22 14:16:12,371,106,32
2025-02-22 14:26:05,374,109,30
2025-02-22 14:34:04,371,116,25
2025-02-22 14:48:08,360,140,28
2025-02-22 15:12:09,366,143,22
2025-02-22 15:26:17,357,159,16
2025-02-22 15:35:10,365,152,17
2025-02-22 15:48:23,371,134,23
2025-02-22 16:12:45,362,119,21
2025-02-22 16:24:29,364,114,27
2025-02-22 16:33:58,370,101,27
2025-02-22 16:48:18,349,100,25
2025-02-22 17:15:17,337,97,23
2025-02-22 17:29:47,329,103,23
2025-02-22 17:38:11,328,95,27
2025-02-22 17:48:13,341,96,30
2025-02-22 18:12:33,368,67,38
2025-02-22 18:27:19,345,71,46
2025-02-22 18:35:25,335,71,45
2025-02-22 18:48:33,151,83,48
2025-02-22 19:17:36,70,66,44
