dt,pool,aqua,wellness
2025-02-20 05:17:35,0,0,0
2025-02-20 05:30:24,0,0,0
2025-02-20 05:38:56,0,0,0
2025-02-20 05:48:16,15,0,0
2025-02-20 06:14:23,53,0,0
2025-02-20 06:29:13,58,0,0
2025-02-20 06:37:15,57,0,0
2025-02-20 06:48:17,60,0,0
2025-02-20 07:20:08,48,0,0
2025-02-20 07:34:47,42,0,0
2025-02-20 07:42:34,39,0,0
2025-02-20 07:50:02,36,0,0
2025-02-20 08:13:35,27,0,0
2025-02-20 08:24:23,23,0,0
2025-02-20 08:34:22,23,0,0
2025-02-20 08:48:30,22,0,0
2025-02-20 09:19:14,33,0,0
2025-02-20 09:32:30,36,0,0
2025-02-20 09:41:05,37,0,0
2025-02-20 09:49:52,44,0,0
2025-02-20 10:15:32,48,12,0
2025-02-20 10:27:53,46,18,0
2025-02-20 10:36:11,44,22,0
2025-02-20 10:48:09,51,25,0
2025-02-20 11:15:47,46,35,0
2025-02-20 11:32:09,50,33,0
2025-02-20 11:40:09,51,35,0
2025-02-20 11:48:26,48,30,0
2025-02-20 12:12:09,47,29,16
2025-02-20 12:22:27,54,27,19
2025-02-20 12:35:07,55,30,24
2025-02-20 12:48:22,54,30,28
2025-02-20 13:29:23,67,40,24
2025-02-20 13:50:25,73,37,20
2025-02-20 13:57:49,88,37,22
2025-02-20 14:03:46,94,37,21
2025-02-20 14:21:58,94,39,16
2025-02-20 14:31:13,69,49,15
