dt,pool,aqua,wellness
2022-03-17 05:07:40,0,0,0
2022-03-17 05:34:42,0,0,0
2022-03-17 05:46:00,1,0,0
2022-03-17 05:53:23,13,0,0
2022-03-17 06:05:54,32,0,0
2022-03-17 06:24:11,61,0,0
2022-03-17 06:35:01,63,0,0
2022-03-17 06:47:24,65,0,0
2022-03-17 07:07:50,69,0,0
2022-03-17 07:32:07,45,0,0
2022-03-17 07:43:54,66,0,0
2022-03-17 07:51:46,68,0,0
2022-03-17 08:06:23,64,0,0
2022-03-17 08:23:34,59,0,0
2022-03-17 08:35:16,56,0,0
2022-03-17 08:47:37,55,0,0
2022-03-17 09:07:53,53,0,0
2022-03-17 09:33:17,55,0,0
2022-03-17 09:40:26,53,0,0
2022-03-17 09:48:16,59,0,0
2022-03-17 10:05:55,62,0,0
2022-03-17 10:25:57,28,19,0
2022-03-17 10:36:51,27,24,0
2022-03-17 10:47:32,24,26,0
2022-03-17 11:06:41,52,20,0
2022-03-17 11:29:57,45,35,0
2022-03-17 11:40:47,52,36,0
2022-03-17 11:48:28,35,44,0
2022-03-17 12:04:32,43,31,8
2022-03-17 12:22:50,38,16,17
2022-03-17 12:34:55,35,12,20
2022-03-17 12:47:41,37,12,22
2022-03-17 13:10:48,55,13,25
2022-03-17 13:46:50,54,27,23
2022-03-17 13:58:30,62,22,22
2022-03-17 14:04:37,69,21,19
2022-03-17 14:15:00,63,18,20
2022-03-17 14:30:49,55,18,26
2022-03-17 14:39:14,56,18,26
2022-03-17 14:47:29,74,18,27
2022-03-17 15:30:07,95,23,37
2022-03-17 16:05:50,108,33,44
2022-03-17 16:35:58,126,37,34
2022-03-17 16:46:51,142,41,32
2022-03-17 16:54:16,154,41,34
2022-03-17 17:08:50,167,39,35
2022-03-17 17:40:12,152,31,27
2022-03-17 17:53:42,168,31,29
2022-03-17 17:59:10,173,29,29
2022-03-17 18:08:52,173,26,30
2022-03-17 18:27:53,110,27,36
2022-03-17 18:37:49,104,30,34
2022-03-17 18:47:31,101,28,34
2022-03-17 19:07:27,105,31,32
2022-03-17 19:31:42,85,33,32
2022-03-17 19:42:31,83,31,35
2022-03-17 19:50:34,84,22,35
2022-03-17 20:05:14,75,22,28
2022-03-17 20:21:42,57,20,24
2022-03-17 20:35:38,56,9,24
2022-03-17 20:47:34,52,2,21
2022-03-17 21:07:03,30,0,0
2022-03-17 21:27:32,8,0,0
