dt,pool,aqua,wellness
2023-01-11 08:21:36,36,0,0
2023-01-11 08:35:19,35,0,0
2023-01-11 08:47:33,36,0,0
2023-01-11 09:09:04,38,0,0
2023-01-11 09:30:31,38,0,0
2023-01-11 09:39:27,33,0,0
2023-01-11 09:47:37,29,0,0
2023-01-11 10:08:06,36,2,12
2023-01-11 10:27:46,50,15,24
2023-01-11 10:38:16,53,13,24
2023-01-11 10:47:35,54,16,24
2023-01-11 11:08:42,72,18,22
2023-01-11 11:31:22,62,25,19
2023-01-11 11:40:15,65,25,16
2023-01-11 11:47:47,67,26,14
2023-01-11 12:04:45,59,23,20
2023-01-11 12:21:34,60,16,24
2023-01-11 12:35:38,48,17,25
2023-01-11 12:47:38,48,16,23
2023-01-11 13:11:49,44,9,21
2023-01-11 13:45:59,47,22,21
2023-01-11 13:57:35,52,21,20
2023-01-11 14:04:30,60,19,17
2023-01-11 14:17:33,65,15,17
2023-01-11 14:32:59,60,15,16
2023-01-11 14:41:26,67,15,13
2023-01-11 14:47:38,69,12,13
2023-01-11 15:07:40,72,18,14
2023-01-11 15:35:05,69,25,14
2023-01-11 15:46:47,92,18,15
2023-01-11 15:54:53,108,22,15
2023-01-11 16:14:13,116,27,23
2023-01-11 16:42:12,128,25,32
2023-01-11 16:52:33,132,26,33
2023-01-11 16:58:52,128,30,34
2023-01-11 17:14:28,140,27,40
