dt,pool,aqua,wellness
2023-01-31 05:07:30,0,0,0
2023-01-31 05:28:25,0,0,0
2023-01-31 05:38:12,0,0,0
2023-01-31 05:47:24,5,0,0
2023-01-31 06:05:57,40,0,0
2023-01-31 06:23:01,53,0,0
2023-01-31 06:34:52,59,0,0
2023-01-31 06:47:41,68,0,0
2023-01-31 07:08:13,60,0,0
2023-01-31 07:29:30,51,0,0
2023-01-31 07:38:48,52,0,0
2023-01-31 07:47:25,49,0,0
2023-01-31 08:05:47,34,0,0
2023-01-31 08:20:59,29,0,0
2023-01-31 08:34:45,27,0,0
2023-01-31 08:47:26,27,0,0
2023-01-31 09:08:38,27,0,0
2023-01-31 09:28:51,48,0,0
2023-01-31 09:38:00,49,0,0
