dt,pool,aqua,wellness
2019-12-07 06:00:03,0,0,0
2019-12-07 06:15:02,0,0,0
2019-12-07 06:30:02,0,0,0
2019-12-07 06:45:02,0,0,0
2019-12-07 07:00:02,0,0,0
2019-12-07 07:15:02,0,0,0
2019-12-07 07:30:02,0,0,0
2019-12-07 07:45:03,2,0,0
2019-12-07 08:00:03,10,0,0
2019-12-07 08:15:02,10,0,0
2019-12-07 08:30:02,10,0,0
2019-12-07 08:45:03,10,0,0
2019-12-07 09:00:03,10,0,0
2019-12-07 09:15:03,21,1,3
2019-12-07 09:30:03,41,3,8
2019-12-07 09:45:02,37,15,10
2019-12-07 10:00:02,50,30,10
2019-12-07 10:15:02,62,38,12
2019-12-07 10:30:03,59,50,12
2019-12-07 10:45:03,66,51,13
2019-12-07 11:00:03,64,60,15
2019-12-07 11:15:03,94,53,20
2019-12-07 11:30:02,76,76,20
2019-12-07 11:45:02,76,76,23
2019-12-07 12:00:03,65,68,23
2019-12-07 12:15:02,65,72,24
2019-12-07 12:30:02,66,68,21
2019-12-07 12:45:02,85,47,21
2019-12-07 13:00:02,66,50,25
2019-12-07 13:15:02,57,53,21
2019-12-07 13:30:02,46,66,18
2019-12-07 13:45:03,67,60,17
2019-12-07 14:00:03,46,73,14
2019-12-07 14:15:03,59,76,24
2019-12-07 14:30:04,59,101,25
2019-12-07 14:45:02,66,110,28
2019-12-07 15:00:02,76,112,33
2019-12-07 15:15:02,76,121,33
2019-12-07 15:30:02,75,119,42
2019-12-07 15:45:04,90,110,41
2019-12-07 16:00:02,94,100,47
2019-12-07 16:15:02,91,99,50
2019-12-07 16:30:02,77,94,48
2019-12-07 16:45:03,81,88,46
2019-12-07 17:00:02,75,81,45
2019-12-07 17:15:03,74,70,41
2019-12-07 17:30:03,70,88,35
2019-12-07 17:45:02,96,74,37
2019-12-07 18:00:02,82,86,42
2019-12-07 18:15:02,75,89,48
2019-12-07 18:30:02,64,86,59
2019-12-07 18:45:03,64,93,50
2019-12-07 19:00:03,70,75,45
2019-12-07 19:15:02,77,67,41
2019-12-07 19:30:03,92,48,38
2019-12-07 19:45:03,67,39,42
2019-12-07 20:00:02,50,26,42
2019-12-07 20:15:02,60,11,29
2019-12-07 20:30:04,36,12,26
2019-12-07 20:45:02,34,6,15
2019-12-07 21:00:03,20,1,4
2019-12-07 21:15:03,7,1,0
2019-12-07 21:30:03,6,1,0
2019-12-07 21:45:02,6,1,0
