dt,pool,aqua,wellness
2017-12-20 06:00:03,0,0,0
2017-12-20 06:15:03,16,0,0
2017-12-20 06:30:05,21,0,0
2017-12-20 06:45:04,22,0,0
2017-12-20 07:00:03,20,0,0
2017-12-20 07:15:03,23,0,0
2017-12-20 07:30:04,18,0,0
2017-12-20 07:45:05,19,0,0
2017-12-20 08:00:06,19,0,0
2017-12-20 08:15:03,24,0,0
2017-12-20 08:30:04,24,0,0
2017-12-20 08:45:04,21,0,0
2017-12-20 09:00:04,20,0,0
2017-12-20 09:15:04,19,0,0
2017-12-20 09:30:04,28,0,0
2017-12-20 09:45:03,30,0,0
2017-12-20 10:00:05,54,1,2
2017-12-20 10:15:03,34,13,22
2017-12-20 10:30:05,30,18,27
2017-12-20 10:45:03,23,20,31
2017-12-20 11:00:05,25,21,31
2017-12-20 11:15:03,31,18,31
2017-12-20 11:30:04,35,13,28
2017-12-20 11:45:04,32,8,26
2017-12-20 12:00:04,28,5,9
2017-12-20 12:15:03,33,5,13
2017-12-20 12:30:04,33,5,15
2017-12-20 12:45:04,47,5,19
2017-12-20 13:00:05,34,15,15
2017-12-20 13:15:04,27,13,15
2017-12-20 13:30:05,34,8,12
2017-12-20 13:45:05,30,7,14
2017-12-20 14:00:05,28,5,11
2017-12-20 14:15:04,38,3,11
2017-12-20 14:30:04,37,6,11
2017-12-20 14:45:03,32,7,13
2017-12-20 15:00:04,40,7,17
2017-12-20 15:15:03,53,2,16
2017-12-20 15:30:04,47,5,17
2017-12-20 15:45:04,41,14,18
2017-12-20 16:00:05,39,14,19
2017-12-20 16:15:05,44,14,17
2017-12-20 16:30:04,49,20,23
2017-12-20 16:45:04,58,26,25
2017-12-20 17:00:05,71,38,23
2017-12-20 17:15:04,65,41,23
2017-12-20 17:30:05,55,38,26
2017-12-20 17:45:03,102,23,34
2017-12-20 18:00:05,116,27,31
2017-12-20 18:15:03,105,28,35
2017-12-20 18:30:04,109,27,32
2017-12-20 18:45:03,115,25,33
2017-12-20 19:00:07,140,11,33
2017-12-20 19:15:04,139,11,34
2017-12-20 19:30:04,122,12,38
2017-12-20 19:45:03,120,8,34
2017-12-20 20:00:04,104,5,27
2017-12-20 20:15:03,52,5,21
2017-12-20 20:30:04,36,9,24
2017-12-20 20:45:03,35,9,22
2017-12-20 21:00:04,39,3,14
2017-12-20 21:15:07,35,2,9
2017-12-20 21:30:04,22,2,6
2017-12-20 21:45:03,8,0,0
