dt,pool,aqua,wellness
2024-08-13 06:08:48,12,0,0
2024-08-13 06:28:44,20,0,0
2024-08-13 06:37:58,22,0,0
2024-08-13 06:52:34,26,0,0
2024-08-13 07:07:35,24,0,0
2024-08-13 07:28:23,22,0,0
2024-08-13 07:36:53,24,0,0
2024-08-13 07:52:30,22,0,0
2024-08-13 08:10:35,28,0,0
2024-08-13 08:33:41,35,0,0
2024-08-13 08:42:14,37,0,0
2024-08-13 08:52:41,37,0,0
2024-08-13 09:08:02,31,0,0
2024-08-13 09:23:26,30,0,0
2024-08-13 09:36:14,33,0,0
2024-08-13 09:52:37,45,0,0
2024-08-13 10:09:36,41,3,0
2024-08-13 10:29:29,35,8,0
2024-08-13 10:39:04,37,12,0
2024-08-13 10:52:44,45,17,0
