dt,pool,aqua,wellness
2017-08-08 06:00:04,0,0,0
2017-08-08 06:15:03,16,0,0
2017-08-08 06:30:03,18,0,0
2017-08-08 06:45:04,22,0,0
2017-08-08 07:00:04,26,0,0
2017-08-08 07:15:03,26,0,0
2017-08-08 07:30:04,24,0,0
2017-08-08 07:45:03,22,0,0
2017-08-08 08:00:04,19,0,0
2017-08-08 08:15:04,21,0,0
2017-08-08 08:30:08,23,0,0
2017-08-08 08:45:03,12,0,0
2017-08-08 09:00:06,10,0,0
2017-08-08 09:15:03,8,0,0
2017-08-08 09:30:03,8,0,0
2017-08-08 09:45:03,6,0,0
2017-08-08 10:00:03,19,0,0
2017-08-08 10:15:04,26,9,0
2017-08-08 10:30:03,28,15,0
2017-08-08 10:45:04,33,23,0
2017-08-08 11:00:04,25,25,0
2017-08-08 11:15:03,28,28,0
2017-08-08 11:30:04,32,33,0
2017-08-08 11:45:03,35,36,0
2017-08-08 12:00:08,24,36,0
2017-08-08 12:15:04,35,33,0
2017-08-08 12:30:04,27,36,0
2017-08-08 12:45:03,32,34,0
2017-08-08 13:00:04,27,37,0
2017-08-08 13:15:04,19,47,0
2017-08-08 13:30:03,26,53,0
2017-08-08 13:45:03,33,60,0
2017-08-08 14:00:08,34,71,0
2017-08-08 14:15:03,42,82,0
2017-08-08 14:30:04,42,94,0
2017-08-08 14:45:04,46,90,0
2017-08-08 15:00:04,40,100,0
2017-08-08 15:15:04,56,66,0
2017-08-08 15:30:04,62,71,0
2017-08-08 15:45:07,62,84,0
2017-08-08 16:00:05,72,84,0
2017-08-08 16:15:03,56,84,0
2017-08-08 16:30:04,63,82,0
2017-08-08 16:45:04,82,70,0
2017-08-08 17:00:06,60,78,0
2017-08-08 17:15:03,73,70,6
2017-08-08 17:30:03,56,72,11
2017-08-08 17:45:04,63,61,12
2017-08-08 18:00:05,56,59,17
2017-08-08 18:15:03,39,55,17
2017-08-08 18:30:05,40,43,16
2017-08-08 18:45:08,50,31,12
2017-08-08 19:00:04,52,26,12
2017-08-08 19:15:04,50,18,12
2017-08-08 19:30:03,49,12,21
2017-08-08 19:45:04,55,12,18
2017-08-08 20:00:03,35,12,25
2017-08-08 20:15:04,33,15,24
2017-08-08 20:30:08,29,12,23
2017-08-08 20:45:03,31,9,14
2017-08-08 21:00:04,34,9,9
2017-08-08 21:15:03,30,0,4
2017-08-08 21:30:04,16,0,1
2017-08-08 21:45:03,4,0,0
