dt,pool,aqua,wellness
2023-07-24 05:59:42,0,0,0
2023-07-24 06:19:39,18,0,0
2023-07-24 06:32:40,20,0,0
2023-07-24 06:46:22,21,0,0
2023-07-24 06:59:48,17,0,0
2023-07-24 07:18:31,15,0,0
2023-07-24 07:32:24,20,0,0
2023-07-24 07:46:20,23,0,0
2023-07-24 07:59:46,26,0,0
2023-07-24 08:20:00,31,0,0
2023-07-24 08:33:22,35,0,0
2023-07-24 08:46:29,30,0,0
2023-07-24 08:59:47,30,0,0
2023-07-24 09:18:00,30,0,0
2023-07-24 09:32:20,31,0,0
2023-07-24 09:46:18,30,0,0
2023-07-24 09:59:46,35,0,0
2023-07-24 10:19:59,50,2,0
2023-07-24 10:33:11,62,15,0
2023-07-24 10:46:21,45,26,0
2023-07-24 10:59:47,41,37,0
