dt,pool,aqua,wellness
2024-02-22 05:07:04,0,0,0
2024-02-22 05:24:30,0,0,0
2024-02-22 05:36:22,0,0,0
2024-02-22 05:52:33,2,0,0
2024-02-22 06:04:35,20,0,0
2024-02-22 06:25:51,36,0,0
2024-02-22 06:35:13,36,0,0
2024-02-22 06:52:30,37,0,0
2024-02-22 07:08:03,41,0,0
2024-02-22 07:26:41,33,0,0
2024-02-22 07:35:19,35,0,0
2024-02-22 07:52:43,38,0,0
2024-02-22 08:03:20,36,0,0
2024-02-22 08:20:01,30,0,0
2024-02-22 08:35:19,24,0,0
2024-02-22 08:52:34,41,0,0
2024-02-22 09:07:55,40,0,0
2024-02-22 09:26:01,44,0,0
2024-02-22 09:35:24,43,0,0
2024-02-22 09:52:25,48,0,0
