dt,pool,aqua,wellness
2020-02-22 06:00:02,0,0,0
2020-02-22 06:15:02,0,0,0
2020-02-22 06:30:03,0,0,0
2020-02-22 06:45:02,0,0,0
2020-02-22 07:00:02,0,0,0
2020-02-22 07:15:03,0,0,0
2020-02-22 07:30:03,21,0,0
2020-02-22 07:45:04,25,0,0
2020-02-22 08:00:02,52,0,0
2020-02-22 08:15:02,52,0,0
2020-02-22 08:30:02,51,0,0
2020-02-22 08:45:02,51,0,0
2020-02-22 09:00:03,51,0,0
2020-02-22 09:15:02,81,0,8
2020-02-22 09:30:02,77,25,9
2020-02-22 09:45:03,81,43,9
2020-02-22 10:00:03,90,78,10
2020-02-22 10:15:03,107,90,11
2020-02-22 10:30:03,110,114,15
2020-02-22 10:45:02,112,119,22
2020-02-22 11:00:03,143,112,25
2020-02-22 11:15:03,120,129,23
2020-02-22 11:30:02,116,138,27
2020-02-22 11:45:03,110,137,29
2020-02-22 12:00:02,103,123,34
2020-02-22 12:15:03,103,108,27
2020-02-22 12:30:03,79,118,29
2020-02-22 12:45:02,101,93,24
2020-02-22 13:00:03,87,88,20
2020-02-22 13:15:02,90,77,20
2020-02-22 13:30:02,97,96,20
2020-02-22 13:45:02,117,91,21
2020-02-22 14:00:04,102,124,22
2020-02-22 14:15:02,137,121,22
2020-02-22 14:30:02,114,150,22
2020-02-22 14:45:03,90,158,27
2020-02-22 15:00:02,122,155,25
2020-02-22 15:15:02,106,187,32
2020-02-22 15:30:03,137,179,40
2020-02-22 15:45:02,131,185,45
2020-02-22 16:00:02,137,179,47
2020-02-22 16:15:02,152,185,48
2020-02-22 16:30:03,126,199,45
2020-02-22 16:45:02,153,168,41
2020-02-22 17:00:02,149,165,43
2020-02-22 17:15:02,161,162,46
2020-02-22 17:30:02,141,176,41
2020-02-22 17:45:02,158,155,36
2020-02-22 18:00:02,149,163,33
2020-02-22 18:15:03,154,165,31
2020-02-22 18:30:02,145,167,42
2020-02-22 18:45:02,152,154,49
2020-02-22 19:00:03,139,132,50
2020-02-22 19:15:02,138,121,49
2020-02-22 19:30:02,106,107,57
2020-02-22 19:45:02,112,93,48
2020-02-22 20:00:03,94,58,38
2020-02-22 20:15:02,79,50,37
2020-02-22 20:30:03,79,17,28
2020-02-22 20:45:02,67,8,19
2020-02-22 21:00:03,34,0,4
2020-02-22 21:15:03,13,0,0
2020-02-22 21:30:02,12,0,0
2020-02-22 21:45:02,12,0,0
