dt,pool,aqua,wellness
2020-02-29 06:00:02,0,0,0
2020-02-29 06:15:02,0,0,0
2020-02-29 06:30:03,0,0,0
2020-02-29 06:45:03,0,0,0
2020-02-29 07:00:03,0,0,0
2020-02-29 07:15:02,0,0,0
2020-02-29 07:30:02,1,0,0
2020-02-29 07:45:02,161,0,0
2020-02-29 08:00:03,166,0,0
2020-02-29 08:15:03,167,0,0
2020-02-29 08:30:03,167,0,0
2020-02-29 08:45:02,168,0,0
2020-02-29 09:00:03,168,0,0
2020-02-29 09:15:02,200,0,6
2020-02-29 09:30:02,212,32,14
2020-02-29 09:45:02,211,53,15
2020-02-29 10:00:03,204,71,12
2020-02-29 10:15:03,252,83,13
2020-02-29 10:30:02,276,106,15
2020-02-29 10:45:02,260,128,24
2020-02-29 11:00:02,231,151,24
2020-02-29 11:15:02,265,124,25
2020-02-29 11:30:02,238,145,26
2020-02-29 11:45:02,231,144,26
2020-02-29 12:00:03,215,149,31
2020-02-29 12:15:03,255,106,31
2020-02-29 12:30:02,260,93,27
2020-02-29 12:45:02,246,87,30
2020-02-29 13:00:03,224,94,31
2020-02-29 13:15:03,229,92,29
2020-02-29 13:30:02,241,93,30
2020-02-29 13:45:02,245,113,31
2020-02-29 14:00:04,202,146,38
2020-02-29 14:15:02,199,162,36
2020-02-29 14:30:02,156,175,40
2020-02-29 14:45:03,193,143,41
2020-02-29 15:00:02,175,159,33
2020-02-29 15:15:03,199,168,28
2020-02-29 15:30:02,208,166,32
2020-02-29 15:45:03,211,201,36
2020-02-29 16:00:02,217,210,37
2020-02-29 16:15:02,220,219,27
2020-02-29 16:30:03,210,237,28
2020-02-29 16:45:02,196,232,30
2020-02-29 17:00:03,234,192,27
2020-02-29 17:15:02,246,177,28
2020-02-29 17:30:03,238,165,33
2020-02-29 17:45:02,227,137,39
2020-02-29 18:00:02,194,131,41
2020-02-29 18:15:03,160,134,47
2020-02-29 18:30:02,200,112,48
2020-02-29 18:45:02,200,103,47
2020-02-29 19:00:02,195,101,46
2020-02-29 19:15:02,198,88,41
2020-02-29 19:30:03,193,63,45
2020-02-29 19:45:02,162,60,45
2020-02-29 20:00:02,143,45,41
2020-02-29 20:15:03,125,39,36
2020-02-29 20:30:03,129,24,34
2020-02-29 20:45:03,114,11,19
2020-02-29 21:00:02,116,0,3
2020-02-29 21:15:02,75,0,0
2020-02-29 21:30:02,75,0,0
2020-02-29 21:45:03,75,0,0
