dt,pool,aqua,wellness
2024-04-03 06:08:26,27,0,0
2024-04-03 06:26:17,35,0,0
2024-04-03 06:35:28,39,0,0
2024-04-03 06:52:36,44,0,0
2024-04-03 07:06:14,46,0,0
2024-04-03 07:25:45,37,0,0
2024-04-03 07:35:22,35,0,0
2024-04-03 07:52:41,33,0,0
2024-04-03 08:08:00,26,0,0
2024-04-03 08:27:07,23,0,0
2024-04-03 08:35:32,25,0,0
2024-04-03 08:52:29,32,0,0
2024-04-03 09:04:48,36,0,0
2024-04-03 09:20:35,35,0,0
2024-04-03 09:36:15,39,0,0
2024-04-03 09:52:41,37,0,0
2024-04-03 10:08:21,37,11,9
2024-04-03 10:25:51,50,18,13
2024-04-03 10:35:22,53,15,13
2024-04-03 10:52:46,56,10,16
2024-04-03 11:06:59,58,8,19
2024-04-03 11:24:50,59,4,18
2024-04-03 11:35:39,54,4,18
2024-04-03 11:52:27,53,1,13
2024-04-03 12:07:11,54,8,10
2024-04-03 12:27:49,30,10,10
2024-04-03 12:35:30,27,10,10
2024-04-03 12:52:46,29,8,6
2024-04-03 13:02:21,29,9,7
2024-04-03 13:19:06,41,8,5
2024-04-03 13:35:24,45,15,6
2024-04-03 13:52:35,58,13,5
2024-04-03 14:10:28,55,20,8
2024-04-03 14:36:58,61,22,10
2024-04-03 14:46:29,71,20,6
2024-04-03 14:58:06,78,22,7
