dt,pool,aqua,wellness
2024-04-01 06:07:44,0,0,0
2024-04-01 06:26:33,0,0,0
2024-04-01 06:35:26,0,0,0
2024-04-01 06:52:55,0,0,0
2024-04-01 07:06:40,0,0,0
2024-04-01 07:26:47,0,0,0
2024-04-01 07:35:51,0,0,0
2024-04-01 07:52:40,0,0,0
2024-04-01 08:08:38,0,0,0
2024-04-01 08:27:35,0,0,0
2024-04-01 08:36:17,0,0,0
2024-04-01 08:52:45,0,0,0
2024-04-01 09:05:52,16,0,0
2024-04-01 09:20:40,24,17,6
2024-04-01 09:36:18,44,32,5
2024-04-01 09:52:35,37,45,6
2024-04-01 10:09:54,42,53,11
2024-04-01 10:27:42,39,59,12
2024-04-01 10:37:47,46,61,11
2024-04-01 10:52:48,47,62,9
2024-04-01 11:06:42,62,51,8
2024-04-01 11:23:15,55,49,13
2024-04-01 11:36:17,49,46,11
2024-04-01 11:52:31,51,40,10
2024-04-01 12:07:22,41,40,12
2024-04-01 12:27:35,42,40,9
2024-04-01 12:36:10,33,37,11
2024-04-01 12:52:27,42,23,11
2024-04-01 13:02:55,36,23,13
2024-04-01 13:20:07,50,24,6
2024-04-01 13:36:11,51,24,5
2024-04-01 13:52:39,42,24,9
2024-04-01 14:11:43,44,21,8
2024-04-01 14:39:55,42,22,8
2024-04-01 14:48:47,36,25,10
2024-04-01 14:57:08,33,29,10
2024-04-01 15:05:33,37,28,10
2024-04-01 15:22:19,45,24,12
2024-04-01 15:35:14,37,25,12
2024-04-01 15:52:48,48,25,10
2024-04-01 16:04:20,64,21,10
2024-04-01 16:24:34,64,32,16
2024-04-01 16:37:02,70,29,15
2024-04-01 16:52:32,67,31,13
2024-04-01 17:04:27,55,30,13
2024-04-01 17:22:51,57,32,14
2024-04-01 17:35:33,60,31,16
2024-04-01 17:52:45,64,25,12
2024-04-01 18:07:44,73,10,14
2024-04-01 18:29:20,51,8,22
2024-04-01 18:39:18,39,11,20
2024-04-01 18:52:31,45,12,21
2024-04-01 19:07:55,47,12,23
2024-04-01 19:27:04,58,10,19
2024-04-01 19:35:13,50,12,19
2024-04-01 19:52:32,42,8,23
2024-04-01 20:07:21,36,7,26
2024-04-01 20:26:24,32,6,19
2024-04-01 20:35:08,31,2,18
2024-04-01 20:52:44,28,0,6
