dt,pool,aqua,wellness
2017-06-17 06:00:03,0,0,0
2017-06-17 06:15:04,0,0,0
2017-06-17 06:30:03,0,0,0
2017-06-17 06:45:03,0,0,0
2017-06-17 07:00:04,0,0,0
2017-06-17 07:15:02,0,0,0
2017-06-17 07:30:03,0,0,0
2017-06-17 07:45:04,1,0,0
2017-06-17 08:00:03,7,0,0
2017-06-17 08:15:03,7,0,0
2017-06-17 08:30:03,7,0,0
2017-06-17 08:45:03,8,0,0
2017-06-17 09:00:07,8,0,0
2017-06-17 09:15:03,8,0,0
2017-06-17 09:30:03,8,0,0
2017-06-17 09:45:03,8,0,0
2017-06-17 10:00:05,6,0,0
2017-06-17 10:15:04,87,7,3
2017-06-17 10:30:03,58,65,4
2017-06-17 10:45:03,56,83,6
2017-06-17 11:00:04,52,95,7
2017-06-17 11:15:03,49,96,7
2017-06-17 11:30:04,43,101,10
2017-06-17 11:45:03,39,107,12
2017-06-17 12:00:04,63,85,11
2017-06-17 12:15:03,65,68,11
2017-06-17 12:30:05,66,57,9
2017-06-17 12:45:03,53,73,9
2017-06-17 13:00:04,73,69,6
2017-06-17 13:15:03,60,79,8
2017-06-17 13:30:03,49,90,14
2017-06-17 13:45:04,61,99,14
2017-06-17 14:00:03,81,101,16
2017-06-17 14:15:04,60,126,12
2017-06-17 14:30:04,70,141,14
2017-06-17 14:45:04,63,152,19
2017-06-17 15:00:04,60,154,24
2017-06-17 15:15:03,80,139,28
2017-06-17 15:30:04,69,152,33
2017-06-17 15:45:03,90,145,31
2017-06-17 16:00:04,88,144,28
2017-06-17 16:15:08,80,139,28
2017-06-17 16:30:04,68,145,25
2017-06-17 16:45:04,80,140,29
2017-06-17 17:00:06,67,142,24
2017-06-17 17:15:03,85,116,26
2017-06-17 17:30:04,71,125,22
2017-06-17 17:45:04,89,122,24
2017-06-17 18:00:05,79,111,27
2017-06-17 18:15:03,64,95,34
2017-06-17 18:30:04,78,80,36
2017-06-17 18:45:04,56,84,40
2017-06-17 19:00:07,67,81,33
2017-06-17 19:15:03,72,80,25
2017-06-17 19:30:04,92,52,24
2017-06-17 19:45:03,56,48,23
2017-06-17 20:00:04,42,49,19
2017-06-17 20:15:04,62,40,17
2017-06-17 20:30:04,49,39,19
2017-06-17 20:45:04,47,24,14
2017-06-17 21:00:05,36,18,18
2017-06-17 21:15:03,32,12,16
2017-06-17 21:30:03,22,8,11
2017-06-17 21:45:03,19,0,0
