dt,pool,aqua,wellness
2023-09-26 05:59:41,7,0,0
2023-09-26 06:20:59,37,0,0
2023-09-26 06:33:01,43,0,0
2023-09-26 06:49:04,41,0,0
2023-09-26 06:59:49,41,0,0
2023-09-26 07:19:30,34,0,0
2023-09-26 07:33:09,28,0,0
2023-09-26 07:49:10,23,0,0
2023-09-26 07:59:54,24,0,0
2023-09-26 08:21:28,20,0,0
2023-09-26 08:33:38,38,0,0
2023-09-26 08:49:20,34,0,0
2023-09-26 08:59:54,33,0,0
2023-09-26 09:18:28,37,0,0
2023-09-26 09:33:11,21,0,0
2023-09-26 09:49:01,26,0,0
2023-09-26 09:59:34,27,0,0
2023-09-26 10:21:22,39,4,0
2023-09-26 10:33:28,59,10,0
2023-09-26 10:49:12,41,20,0
2023-09-26 11:00:00,36,25,0
2023-09-26 11:19:19,43,15,0
2023-09-26 11:33:11,45,6,0
2023-09-26 11:49:20,38,4,0
2023-09-26 11:59:51,43,4,0
2023-09-26 12:20:43,48,4,10
2023-09-26 12:33:38,45,3,10
2023-09-26 12:49:13,47,0,9
2023-09-26 12:59:56,42,0,9
2023-09-26 13:17:32,38,1,9
2023-09-26 13:33:10,35,10,9
2023-09-26 13:49:05,38,13,5
2023-09-26 13:59:45,37,12,5
2023-09-26 14:23:00,41,6,2
2023-09-26 14:41:00,40,2,1
2023-09-26 14:54:06,42,7,2
2023-09-26 15:02:16,43,9,2
2023-09-26 15:21:13,37,10,2
2023-09-26 15:33:06,41,10,3
2023-09-26 15:49:18,45,9,5
2023-09-26 15:59:55,62,8,4
2023-09-26 16:20:06,87,7,9
2023-09-26 16:33:35,100,11,10
2023-09-26 16:49:07,102,12,10
2023-09-26 16:59:39,111,11,10
2023-09-26 17:20:09,93,24,14
