dt,pool,aqua,wellness
2020-09-08 06:09:29,39,0,0
2020-09-08 06:23:42,41,0,0
2020-09-08 06:33:42,47,0,0
2020-09-08 06:49:15,49,0,0
2020-09-08 07:08:36,42,0,0
2020-09-08 07:21:48,28,0,0
2020-09-08 07:33:18,29,0,0
2020-09-08 07:49:20,29,0,0
2020-09-08 08:10:07,28,0,0
2020-09-08 08:26:16,28,0,0
2020-09-08 08:32:52,27,0,0
2020-09-08 08:49:08,23,0,0
2020-09-08 09:09:00,23,0,0
2020-09-08 09:22:18,20,0,0
2020-09-08 09:33:26,24,0,0
2020-09-08 09:49:03,27,0,0
2020-09-08 10:10:02,25,3,0
2020-09-08 10:25:03,27,4,0
2020-09-08 10:33:16,42,4,0
2020-09-08 10:49:05,35,8,0
2020-09-08 11:09:02,46,9,0
2020-09-08 11:24:00,43,12,0
2020-09-08 11:33:38,39,13,0
2020-09-08 11:49:19,40,12,0
2020-09-08 12:09:34,32,10,7
2020-09-08 12:22:37,33,4,9
2020-09-08 12:33:38,25,3,10
2020-09-08 12:49:18,21,3,12
2020-09-08 13:08:23,22,3,11
2020-09-08 13:21:16,29,7,10
2020-09-08 13:33:11,24,13,9
2020-09-08 13:49:19,18,15,8
2020-09-08 14:11:51,28,13,2
2020-09-08 14:30:06,32,5,2
2020-09-08 14:34:55,28,4,1
2020-09-08 14:49:08,33,7,3
2020-09-08 15:08:55,45,8,5
2020-09-08 15:22:03,55,11,6
