dt,pool,aqua,wellness
2022-08-02 07:00:03,19,0,0
2022-08-02 07:18:58,26,0,0
2022-08-02 07:31:05,23,0,0
2022-08-02 07:34:11,23,0,0
2022-08-02 07:59:19,21,0,0
2022-08-02 08:09:50,22,0,0
2022-08-02 08:34:56,21,0,0
2022-08-02 08:46:16,21,0,0
2022-08-02 08:54:04,24,0,0
2022-08-02 09:07:00,31,0,6
2022-08-02 09:27:51,30,0,15
2022-08-02 09:37:59,31,0,20
2022-08-02 09:47:32,34,0,23
2022-08-02 10:09:11,33,1,34
2022-08-02 10:36:36,41,8,49
2022-08-02 10:47:38,40,8,54
2022-08-02 10:54:50,38,14,60
2022-08-02 11:06:24,45,14,66
2022-08-02 11:27:44,46,22,80
2022-08-02 11:39:13,41,28,82
2022-08-02 11:48:06,44,27,84
2022-08-02 12:07:29,51,27,92
2022-08-02 12:34:57,50,27,113
2022-08-02 12:45:03,49,26,123
2022-08-02 12:52:34,48,27,124
2022-08-02 13:05:30,61,19,128
2022-08-02 13:24:37,31,42,140
2022-08-02 13:36:21,37,38,151
2022-08-02 13:47:36,37,39,157
2022-08-02 14:16:38,55,34,171
2022-08-02 14:57:50,54,33,210
2022-08-02 15:10:25,47,49,214
2022-08-02 15:25:04,60,43,217
2022-08-02 15:31:43,58,47,218
2022-08-02 15:48:53,63,34,230
2022-08-02 15:55:34,78,26,232
2022-08-02 15:58:39,78,26,232
2022-08-02 16:07:10,70,36,221
