dt,pool,aqua,wellness
2023-11-16 04:59:36,0,0,0
2023-11-16 05:21:11,0,0,0
2023-11-16 05:33:50,0,0,0
2023-11-16 05:48:58,1,0,0
2023-11-16 05:59:47,9,0,0
2023-11-16 06:19:55,31,0,0
2023-11-16 06:32:57,36,0,0
2023-11-16 06:49:06,40,0,0
2023-11-16 06:59:49,45,0,0
2023-11-16 07:21:32,38,0,0
2023-11-16 07:34:00,30,0,0
2023-11-16 07:49:00,29,0,0
2023-11-16 07:59:30,24,0,0
2023-11-16 08:18:32,19,0,0
2023-11-16 08:32:55,19,0,0
2023-11-16 08:48:51,22,0,0
2023-11-16 08:59:30,21,0,0
2023-11-16 09:21:23,17,0,0
2023-11-16 09:33:28,24,0,0
2023-11-16 09:49:14,28,0,0
2023-11-16 09:59:42,32,0,0
2023-11-16 10:19:35,34,12,0
2023-11-16 10:33:14,31,14,0
2023-11-16 10:49:12,34,13,0
2023-11-16 10:59:34,34,12,0
2023-11-16 11:20:46,35,9,0
2023-11-16 11:34:52,27,11,0
2023-11-16 11:49:02,25,8,0
2023-11-16 11:59:40,22,8,0
2023-11-16 12:18:07,15,6,5
2023-11-16 12:33:02,12,9,6
2023-11-16 12:49:14,34,7,9
2023-11-16 12:59:51,43,5,9
2023-11-16 13:22:54,59,17,9
2023-11-16 13:41:01,51,23,11
2023-11-16 13:54:06,64,28,16
2023-11-16 14:02:08,62,29,16
2023-11-16 14:21:50,53,36,9
2023-11-16 14:34:07,46,27,15
2023-11-16 14:49:11,54,26,15
2023-11-16 14:59:46,57,23,16
2023-11-16 15:20:00,81,18,15
2023-11-16 15:33:27,81,20,19
2023-11-16 15:49:09,86,26,25
2023-11-16 15:59:42,87,29,25
2023-11-16 16:20:28,90,47,31
2023-11-16 16:33:14,100,44,30
2023-11-16 16:49:04,105,42,41
2023-11-16 16:59:52,119,38,40
