dt,pool,aqua,wellness
2019-04-08 06:00:04,14,0,0
2019-04-08 06:15:03,24,0,0
2019-04-08 06:30:02,33,0,0
2019-04-08 06:45:03,44,0,0
2019-04-08 07:00:02,50,0,0
2019-04-08 07:15:03,57,0,0
2019-04-08 07:30:03,45,0,0
2019-04-08 07:45:02,37,0,0
2019-04-08 08:00:04,31,0,0
2019-04-08 08:15:02,32,0,0
2019-04-08 08:30:03,23,0,0
2019-04-08 08:45:02,22,0,0
2019-04-08 09:00:03,29,0,0
2019-04-08 09:15:02,27,0,0
2019-04-08 09:30:02,24,0,0
2019-04-08 09:45:03,25,0,0
2019-04-08 10:00:02,24,0,0
2019-04-08 10:15:03,16,10,0
2019-04-08 10:30:03,34,15,0
2019-04-08 10:45:03,38,17,0
2019-04-08 11:00:03,43,16,0
2019-04-08 11:15:03,41,23,0
2019-04-08 11:30:07,49,20,0
2019-04-08 11:45:03,39,18,0
2019-04-08 12:00:02,42,13,0
2019-04-08 12:15:02,35,14,7
2019-04-08 12:30:02,32,10,8
2019-04-08 12:45:02,25,11,10
2019-04-08 13:00:02,30,14,11
2019-04-08 13:15:02,32,15,11
2019-04-08 13:30:02,30,16,8
2019-04-08 13:45:02,30,15,8
2019-04-08 14:00:03,42,5,5
2019-04-08 14:15:02,32,9,10
2019-04-08 14:30:02,40,13,9
2019-04-08 14:45:03,39,18,8
2019-04-08 15:00:02,52,17,12
2019-04-08 15:15:02,55,17,8
2019-04-08 15:30:02,60,8,8
2019-04-08 15:45:03,57,17,8
2019-04-08 16:00:02,69,13,8
2019-04-08 16:15:03,59,15,9
2019-04-08 16:30:02,63,15,15
2019-04-08 16:45:02,76,16,12
2019-04-08 17:00:03,69,16,13
2019-04-08 17:15:02,84,14,11
2019-04-08 17:30:02,84,17,11
2019-04-08 17:45:03,97,19,10
2019-04-08 18:00:02,116,20,20
2019-04-08 18:15:02,114,21,22
2019-04-08 18:30:02,99,19,20
2019-04-08 18:45:02,84,14,22
2019-04-08 19:00:02,108,16,18
2019-04-08 19:15:02,96,14,20
2019-04-08 19:30:02,75,30,27
2019-04-08 19:45:02,69,30,27
2019-04-08 20:00:03,71,24,23
2019-04-08 20:15:04,64,18,19
2019-04-08 20:30:02,79,2,12
2019-04-08 20:45:02,55,4,14
2019-04-08 21:00:02,41,5,13
2019-04-08 21:15:03,32,4,10
2019-04-08 21:30:02,22,0,2
2019-04-08 21:45:02,11,0,0
