dt,pool,aqua,wellness
2023-04-07 05:59:43,0,0,0
2023-04-07 06:19:50,0,0,0
2023-04-07 06:33:06,0,0,0
2023-04-07 06:46:22,0,0,0
2023-04-07 06:59:45,0,0,0
2023-04-07 07:18:26,0,0,0
2023-04-07 07:32:26,0,0,0
2023-04-07 07:46:28,0,0,0
2023-04-07 07:59:40,40,0,0
2023-04-07 08:19:58,43,0,0
2023-04-07 08:33:07,43,0,0
2023-04-07 08:46:21,44,0,0
2023-04-07 08:59:49,43,0,0
2023-04-07 09:17:23,89,0,9
2023-04-07 09:32:26,87,20,9
2023-04-07 09:46:39,130,25,8
2023-04-07 09:59:54,151,43,8
2023-04-07 10:19:55,113,89,8
2023-04-07 10:32:35,109,103,11
2023-04-07 10:46:28,116,112,15
2023-04-07 10:59:48,112,124,13
2023-04-07 11:18:12,103,118,16
2023-04-07 11:32:27,107,105,18
2023-04-07 11:46:22,114,94,16
