dt,pool,aqua,wellness
2023-04-03 06:06:52,26,0,0
2023-04-03 06:25:55,44,0,0
2023-04-03 06:35:22,47,0,0
2023-04-03 06:47:25,45,0,0
2023-04-03 07:05:27,63,0,0
2023-04-03 07:22:17,54,0,0
2023-04-03 07:34:45,54,0,0
2023-04-03 07:47:25,51,0,0
2023-04-03 08:08:23,46,0,0
2023-04-03 08:26:42,35,0,0
2023-04-03 08:35:58,23,0,0
2023-04-03 08:47:45,22,0,0
2023-04-03 09:05:36,23,0,0
2023-04-03 09:20:01,25,0,0
2023-04-03 09:34:32,27,0,0
2023-04-03 09:47:39,28,0,0
2023-04-03 10:08:35,30,4,0
2023-04-03 10:26:44,33,5,0
2023-04-03 10:35:37,44,5,0
2023-04-03 10:47:33,37,11,0
2023-04-03 11:06:20,34,12,0
2023-04-03 11:22:00,33,13,0
2023-04-03 11:35:11,34,12,0
2023-04-03 11:47:30,36,11,0
2023-04-03 12:06:33,47,15,6
2023-04-03 12:25:20,45,9,9
2023-04-03 12:34:28,43,8,9
2023-04-03 12:47:33,52,5,10
2023-04-03 13:03:52,36,15,11
2023-04-03 13:18:12,33,23,11
2023-04-03 13:34:46,38,21,9
2023-04-03 13:47:40,40,19,11
