dt,pool,aqua,wellness
2026-08-03 08:55:34,21,0,0
2026-08-03 09:41:44,24,0,0
2026-08-03 09:54:33,24,0,0
2026-08-03 10:01:40,23,0,0
2026-08-03 12:44:32,33,0,0
2026-08-03 13:40:32,34,0,0
2026-08-03 13:54:13,31,0,0
2026-08-03 14:00:33,29,0,0
2026-08-03 15:37:34,52,0,0
2026-08-03 17:11:56,54,0,1
2026-08-03 17:22:54,50,0,3
2026-08-03 17:30:05,53,0,4
2026-08-03 18:20:15,45,0,8
2026-08-03 19:17:32,55,0,4
2026-08-03 19:23:03,59,0,4
2026-08-03 19:27:12,59,0,5
2026-08-03 20:47:47,28,0,8
2026-08-03 21:02:57,14,0,0
2026-08-03 21:09:31,1,0,0
2026-08-03 21:53:41,1,0,0
2026-08-03 22:24:06,0,0,0
2026-08-03 22:41:46,0,0,0
