dt,pool,aqua,wellness
2021-12-05 05:00:37,0,0,0
2021-12-05 05:41:35,0,0,0
2021-12-05 05:46:32,0,0,0
2021-12-05 05:57:41,0,0,0
2021-12-05 06:02:23,0,0,0
2021-12-05 06:27:30,0,0,0
2021-12-05 06:32:23,0,0,0
2021-12-05 06:49:55,0,0,0
2021-12-05 07:00:47,0,0,0
2021-12-05 07:35:17,5,0,0
2021-12-05 07:41:28,5,0,0
2021-12-05 07:53:52,5,0,0
2021-12-05 08:00:31,5,0,0
2021-12-05 08:27:49,5,0,0
2021-12-05 08:32:16,5,0,0
2021-12-05 08:50:04,5,0,0
2021-12-05 09:00:42,5,0,0
2021-12-05 09:33:54,27,0,14
2021-12-05 09:38:46,29,2,14
2021-12-05 09:50:09,42,11,16
2021-12-05 10:00:34,42,24,16
2021-12-05 10:29:39,51,33,19
2021-12-05 10:35:08,53,34,19
2021-12-05 10:49:51,51,48,24
2021-12-05 11:00:47,63,42,21
2021-12-05 11:32:09,61,30,17
2021-12-05 11:36:57,49,33,18
2021-12-05 11:49:50,36,35,21
2021-12-05 12:00:34,44,29,16
2021-12-05 12:25:35,44,20,20
2021-12-05 12:31:13,46,19,18
2021-12-05 12:50:05,38,16,15
2021-12-05 13:00:37,38,15,18
2021-12-05 13:46:07,29,14,23
2021-12-05 13:51:34,33,15,24
2021-12-05 14:04:00,26,19,24
2021-12-05 14:10:39,20,20,25
2021-12-05 14:31:50,39,20,24
2021-12-05 14:35:31,39,20,24
2021-12-05 14:49:48,34,24,24
2021-12-05 15:00:31,36,20,25
2021-12-05 15:26:33,38,29,26
2021-12-05 15:31:54,33,35,28
2021-12-05 15:49:46,29,40,33
2021-12-05 16:00:40,35,40,34
2021-12-05 16:31:58,39,36,30
2021-12-05 16:37:57,38,35,30
2021-12-05 16:51:41,29,38,26
2021-12-05 17:00:39,37,28,33
2021-12-05 17:48:41,27,11,39
