dt,pool,aqua,wellness
2022-02-16 05:00:55,0,0,0
2022-02-16 05:37:37,0,0,0
2022-02-16 05:42:38,0,0,0
2022-02-16 05:53:29,1,0,0
2022-02-16 06:00:20,3,0,0
2022-02-16 06:25:22,34,0,0
2022-02-16 06:32:40,34,0,0
2022-02-16 06:49:58,40,0,0
2022-02-16 07:00:24,45,0,0
2022-02-16 07:34:04,49,0,0
2022-02-16 07:39:52,48,0,0
2022-02-16 07:50:22,48,0,0
2022-02-16 08:00:27,45,0,0
2022-02-16 08:26:05,44,0,0
2022-02-16 08:30:49,41,0,0
2022-02-16 08:49:53,42,0,0
2022-02-16 09:00:48,50,0,0
2022-02-16 09:31:41,33,0,0
2022-02-16 09:36:06,33,0,0
2022-02-16 09:49:50,35,0,0
2022-02-16 10:01:58,77,0,10
2022-02-16 10:27:25,45,56,22
2022-02-16 10:32:39,46,62,24
2022-02-16 10:50:03,60,83,27
2022-02-16 11:00:42,65,92,26
2022-02-16 11:32:02,67,81,29
2022-02-16 11:36:13,67,85,28
2022-02-16 11:49:54,61,90,22
2022-02-16 12:00:59,59,83,17
2022-02-16 12:25:30,45,62,20
2022-02-16 12:31:08,53,59,20
2022-02-16 12:49:51,52,55,18
2022-02-16 13:00:50,60,48,17
2022-02-16 13:44:04,57,67,19
2022-02-16 13:49:05,62,69,19
2022-02-16 14:00:41,52,88,16
2022-02-16 14:07:52,57,91,17
2022-02-16 14:33:12,76,74,20
2022-02-16 14:50:02,85,68,22
2022-02-16 15:00:53,92,66,20
2022-02-16 15:27:17,89,71,16
2022-02-16 15:34:08,90,73,14
