dt,pool,aqua,wellness
2020-03-09 06:00:03,19,0,0
2020-03-09 06:15:02,47,0,0
2020-03-09 06:30:03,51,0,0
2020-03-09 06:45:02,60,0,0
2020-03-09 07:00:03,62,0,0
2020-03-09 07:15:02,53,0,0
2020-03-09 07:30:02,45,0,0
2020-03-09 07:45:02,53,0,0
2020-03-09 08:00:03,49,0,0
2020-03-09 08:15:02,48,0,0
2020-03-09 08:30:02,46,0,0
2020-03-09 08:45:02,50,0,0
2020-03-09 09:00:03,47,0,0
2020-03-09 09:15:02,48,0,0
2020-03-09 09:30:02,48,0,0
2020-03-09 09:45:02,47,0,0
2020-03-09 10:00:02,62,0,0
2020-03-09 10:15:02,60,26,0
2020-03-09 10:30:03,53,41,0
2020-03-09 10:45:02,70,52,0
2020-03-09 11:00:04,58,68,0
2020-03-09 11:15:02,77,71,0
2020-03-09 11:30:02,81,65,0
2020-03-09 11:45:02,63,60,0
2020-03-09 12:00:02,55,58,0
2020-03-09 12:15:02,73,45,9
2020-03-09 12:30:02,52,55,11
2020-03-09 12:45:03,38,59,14
2020-03-09 13:00:03,27,57,16
2020-03-09 13:15:02,47,44,14
2020-03-09 13:30:02,46,32,23
2020-03-09 13:45:02,50,34,23
2020-03-09 14:00:03,63,32,21
2020-03-09 14:15:02,55,37,15
2020-03-09 14:30:02,55,34,15
2020-03-09 14:45:02,68,37,16
2020-03-09 15:00:04,85,39,15
2020-03-09 15:15:02,83,34,19
2020-03-09 15:30:02,95,36,18
2020-03-09 15:45:02,125,26,16
2020-03-09 16:00:03,131,30,21
2020-03-09 16:15:02,131,40,19
2020-03-09 16:30:03,135,40,21
2020-03-09 16:45:02,125,44,24
2020-03-09 17:00:03,138,47,29
2020-03-09 17:15:03,140,53,38
2020-03-09 17:30:03,148,49,36
2020-03-09 17:45:02,151,56,38
2020-03-09 18:00:02,179,54,39
2020-03-09 18:15:02,191,39,40
2020-03-09 18:30:04,141,43,35
2020-03-09 18:45:03,154,32,41
2020-03-09 19:00:02,140,31,47
2020-03-09 19:15:02,123,22,42
2020-03-09 19:30:02,94,34,41
2020-03-09 19:45:02,102,32,37
2020-03-09 20:00:03,101,28,38
2020-03-09 20:15:02,84,26,35
2020-03-09 20:30:02,51,12,30
2020-03-09 20:45:02,46,6,26
2020-03-09 21:00:02,32,0,9
2020-03-09 21:15:02,4,0,0
2020-03-09 21:30:03,4,0,0
2020-03-09 21:45:02,4,0,0
