dt,pool,aqua,wellness
2020-03-07 06:00:02,0,0,0
2020-03-07 06:15:02,0,0,0
2020-03-07 06:30:04,0,0,0
2020-03-07 06:45:02,0,0,0
2020-03-07 07:00:03,0,0,0
2020-03-07 07:15:02,0,0,0
2020-03-07 07:30:03,30,0,0
2020-03-07 07:45:02,133,0,0
2020-03-07 08:00:04,220,0,0
2020-03-07 08:15:02,240,0,0
2020-03-07 08:30:02,236,0,0
2020-03-07 08:45:02,259,0,0
2020-03-07 09:00:03,260,0,0
2020-03-07 09:15:03,292,11,4
2020-03-07 09:30:02,297,25,6
2020-03-07 09:45:03,300,46,7
2020-03-07 10:00:02,318,55,8
2020-03-07 10:15:04,328,73,7
2020-03-07 10:30:02,353,72,12
2020-03-07 10:45:02,350,93,18
2020-03-07 11:00:02,352,106,20
2020-03-07 11:15:02,351,119,28
2020-03-07 11:30:02,327,128,35
2020-03-07 11:45:03,340,105,33
2020-03-07 12:00:02,330,105,30
2020-03-07 12:15:02,315,99,25
2020-03-07 12:30:03,300,76,25
2020-03-07 12:45:02,314,64,16
2020-03-07 13:00:03,304,66,11
2020-03-07 13:15:02,260,71,22
2020-03-07 13:30:02,228,78,26
2020-03-07 13:45:02,192,85,23
2020-03-07 14:00:04,111,96,26
2020-03-07 14:15:02,131,106,26
2020-03-07 14:30:03,124,119,36
2020-03-07 14:45:02,143,137,35
2020-03-07 15:00:03,181,141,34
2020-03-07 15:15:02,148,208,37
2020-03-07 15:30:02,169,215,42
2020-03-07 15:45:02,196,211,41
2020-03-07 16:00:02,194,233,41
2020-03-07 16:15:02,192,252,32
2020-03-07 16:30:03,203,220,30
2020-03-07 16:45:02,191,198,29
2020-03-07 17:00:02,173,182,30
2020-03-07 17:15:02,183,153,33
2020-03-07 17:30:03,179,153,31
2020-03-07 17:45:03,197,116,34
2020-03-07 18:00:05,156,113,35
2020-03-07 18:15:02,169,86,42
2020-03-07 18:30:03,148,79,45
2020-03-07 18:45:02,135,87,45
2020-03-07 19:00:03,152,78,43
2020-03-07 19:15:02,135,77,52
2020-03-07 19:30:02,133,77,44
2020-03-07 19:45:02,124,73,46
2020-03-07 20:00:03,129,53,42
2020-03-07 20:15:03,96,57,35
2020-03-07 20:30:04,88,48,31
2020-03-07 20:45:02,98,23,15
2020-03-07 21:00:02,87,2,11
2020-03-07 21:15:02,50,0,0
2020-03-07 21:30:03,44,0,0
2020-03-07 21:45:03,44,0,0
