dt,pool,aqua,wellness
2019-10-13 06:00:02,0,0,0
2019-10-13 06:15:02,0,0,0
2019-10-13 06:30:03,0,0,0
2019-10-13 06:45:03,0,0,0
2019-10-13 07:00:03,0,0,0
2019-10-13 07:15:02,0,0,0
2019-10-13 07:30:03,0,0,0
2019-10-13 07:45:02,0,0,0
2019-10-13 08:00:03,0,0,0
2019-10-13 08:15:03,0,0,0
2019-10-13 08:30:02,0,0,0
2019-10-13 08:45:02,0,0,0
2019-10-13 09:00:04,0,0,0
2019-10-13 09:15:02,24,8,2
2019-10-13 09:30:03,22,13,7
2019-10-13 09:45:02,30,17,8
2019-10-13 10:00:02,35,17,7
2019-10-13 10:15:02,59,28,10
2019-10-13 10:30:02,81,36,9
2019-10-13 10:45:02,67,64,10
2019-10-13 11:00:03,63,72,10
2019-10-13 11:15:02,69,71,13
2019-10-13 11:30:04,56,71,14
2019-10-13 11:45:03,50,63,15
2019-10-13 12:00:03,66,47,13
2019-10-13 12:15:02,77,34,12
2019-10-13 12:30:03,36,45,17
2019-10-13 12:45:02,34,42,17
2019-10-13 13:00:03,38,44,15
2019-10-13 13:15:02,51,42,10
2019-10-13 13:30:03,42,41,10
2019-10-13 13:45:03,40,49,8
2019-10-13 14:00:03,45,49,12
2019-10-13 14:15:02,36,62,15
2019-10-13 14:30:02,59,59,13
2019-10-13 14:45:02,35,79,16
2019-10-13 15:00:03,46,66,20
2019-10-13 15:15:03,52,80,14
2019-10-13 15:30:02,58,78,15
2019-10-13 15:45:03,66,74,11
2019-10-13 16:00:04,65,69,14
2019-10-13 16:15:02,63,56,25
2019-10-13 16:30:02,76,41,24
2019-10-13 16:45:02,58,43,27
2019-10-13 17:00:02,47,51,30
2019-10-13 17:15:03,60,47,32
2019-10-13 17:30:03,59,40,32
2019-10-13 17:45:03,54,43,32
2019-10-13 18:00:02,50,46,28
2019-10-13 18:15:02,44,39,32
2019-10-13 18:30:02,42,41,36
2019-10-13 18:45:02,57,25,39
2019-10-13 19:00:03,56,28,35
2019-10-13 19:15:03,52,24,45
2019-10-13 19:30:03,57,26,50
2019-10-13 19:45:02,66,15,52
2019-10-13 20:00:03,62,13,48
2019-10-13 20:15:02,34,8,55
2019-10-13 20:30:02,27,7,51
2019-10-13 20:45:02,23,4,35
2019-10-13 21:00:03,25,0,16
2019-10-13 21:15:02,9,0,0
2019-10-13 21:30:02,7,0,0
2019-10-13 21:45:02,7,0,0
