dt,pool,aqua,wellness
2023-10-19 05:59:49,7,0,0
2023-10-19 06:20:57,31,0,0
2023-10-19 06:33:14,40,0,0
2023-10-19 06:49:04,41,0,0
2023-10-19 06:59:49,37,0,0
2023-10-19 07:19:40,32,0,0
2023-10-19 07:32:59,21,0,0
2023-10-19 07:49:17,16,0,0
2023-10-19 07:59:34,20,0,0
2023-10-19 08:21:29,23,0,0
2023-10-19 08:33:50,30,0,0
2023-10-19 08:48:57,28,0,0
2023-10-19 08:59:41,28,0,0
2023-10-19 09:18:24,26,0,0
2023-10-19 09:33:11,29,0,0
2023-10-19 09:48:57,27,0,0
2023-10-19 09:59:54,30,0,0
2023-10-19 10:21:24,20,9,0
2023-10-19 10:33:25,17,9,0
2023-10-19 10:49:20,22,11,0
2023-10-19 10:59:34,30,12,0
2023-10-19 11:19:18,33,18,0
