dt,pool,aqua,wellness
2018-07-11 06:00:04,0,0,0
2018-07-11 06:15:03,16,0,0
2018-07-11 06:30:03,19,0,0
2018-07-11 06:45:03,22,0,0
2018-07-11 07:00:03,25,0,0
2018-07-11 07:15:03,28,0,0
2018-07-11 07:30:03,23,0,0
2018-07-11 07:45:03,22,0,0
2018-07-11 08:00:13,22,0,0
2018-07-11 08:15:03,21,0,0
2018-07-11 08:30:03,21,0,0
2018-07-11 08:45:03,21,0,0
2018-07-11 09:00:03,19,0,0
2018-07-11 09:15:03,19,0,0
2018-07-11 09:30:04,18,0,0
2018-07-11 09:45:03,28,0,0
2018-07-11 10:00:04,45,0,0
2018-07-11 10:15:04,45,35,0
2018-07-11 10:30:04,40,51,0
2018-07-11 10:45:03,44,63,0
2018-07-11 11:00:03,43,72,0
2018-07-11 11:15:03,45,88,0
2018-07-11 11:30:04,35,102,0
2018-07-11 11:45:08,56,86,0
2018-07-11 12:00:03,59,74,0
2018-07-11 12:15:03,46,73,0
2018-07-11 12:30:03,41,72,0
2018-07-11 12:45:03,40,65,0
2018-07-11 13:00:03,38,64,0
2018-07-11 13:15:02,25,75,0
2018-07-11 13:30:04,39,60,0
2018-07-11 13:45:04,33,56,0
2018-07-11 14:00:03,43,51,0
2018-07-11 14:15:03,36,63,0
2018-07-11 14:30:03,44,64,0
2018-07-11 14:45:03,51,69,0
2018-07-11 15:00:04,45,74,0
2018-07-11 15:15:06,57,62,0
2018-07-11 15:30:04,51,66,0
2018-07-11 15:45:02,58,63,0
2018-07-11 16:00:04,43,68,0
2018-07-11 16:15:03,61,59,0
2018-07-11 16:30:03,71,70,0
2018-07-11 16:45:08,77,69,0
2018-07-11 17:00:03,59,77,2
2018-07-11 17:15:03,64,80,22
2018-07-11 17:30:03,52,90,32
2018-07-11 17:45:03,68,76,40
2018-07-11 18:00:04,70,68,43
2018-07-11 18:15:03,88,53,44
2018-07-11 18:30:03,65,47,45
2018-07-11 18:45:03,61,50,32
2018-07-11 19:00:04,61,40,32
2018-07-11 19:15:03,50,34,25
2018-07-11 19:30:04,44,26,22
2018-07-11 19:45:03,39,16,23
2018-07-11 20:00:03,38,12,25
2018-07-11 20:15:03,31,9,32
2018-07-11 20:30:08,35,9,31
2018-07-11 20:45:02,33,8,28
2018-07-11 21:00:04,30,7,25
2018-07-11 21:15:03,22,6,15
2018-07-11 21:30:03,13,4,10
2018-07-11 21:45:03,5,0,0
