dt,pool,aqua,wellness
2025-11-23 05:30:21,0,0,0
2025-11-23 05:43:36,0,0,0
2025-11-23 05:49:36,0,0,0
2025-11-23 05:55:27,0,0,0
2025-11-23 06:15:42,0,0,0
2025-11-23 06:31:21,0,0,0
2025-11-23 06:39:24,0,0,0
2025-11-23 06:48:18,0,0,0
2025-11-23 07:23:57,14,0,0
2025-11-23 07:41:21,15,0,0
2025-11-23 07:47:21,15,0,0
2025-11-23 07:53:12,15,0,0
2025-11-23 08:15:26,15,0,0
2025-11-23 08:27:06,15,0,0
2025-11-23 08:35:22,15,0,0
2025-11-23 08:48:06,23,0,0
2025-11-23 09:20:54,80,16,13
2025-11-23 09:34:40,70,37,17
2025-11-23 09:42:34,64,51,17
2025-11-23 09:51:24,61,56,23
2025-11-23 10:16:09,81,66,26
2025-11-23 10:28:23,99,74,27
2025-11-23 10:36:45,85,85,31
2025-11-23 10:48:11,82,81,27
2025-11-23 11:16:14,96,87,24
2025-11-23 11:31:51,101,79,23
2025-11-23 11:39:24,92,81,23
2025-11-23 11:48:14,80,92,26
2025-11-23 12:12:51,90,73,20
2025-11-23 12:23:56,82,59,24
2025-11-23 12:35:04,87,57,26
2025-11-23 12:48:19,82,59,30
2025-11-23 13:30:09,60,70,23
2025-11-23 13:51:09,71,76,22
2025-11-23 13:57:56,75,83,19
2025-11-23 14:03:34,61,95,20
2025-11-23 14:21:01,66,93,18
2025-11-23 14:30:52,76,94,18
2025-11-23 14:38:02,65,101,17
2025-11-23 14:48:21,88,90,16
2025-11-23 15:14:04,87,80,22
2025-11-23 15:28:36,67,98,21
