dt,pool,aqua,wellness
2021-06-24 05:59:25,14,0,0
2021-06-24 06:38:13,28,0,0
2021-06-24 06:45:18,26,0,0
2021-06-24 06:55:45,26,0,0
2021-06-24 07:00:34,23,0,0
2021-06-24 07:26:31,13,0,0
2021-06-24 07:31:39,15,0,0
2021-06-24 07:50:16,18,0,0
2021-06-24 08:00:40,18,0,0
2021-06-24 08:39:30,23,0,0
2021-06-24 08:45:43,20,0,0
2021-06-24 08:58:00,21,0,0
2021-06-24 09:00:33,21,0,0
2021-06-24 09:26:36,21,0,0
2021-06-24 09:31:23,21,0,0
2021-06-24 09:49:58,19,0,0
2021-06-24 10:00:49,48,0,0
2021-06-24 10:32:29,24,26,0
2021-06-24 10:37:17,20,29,0
2021-06-24 10:50:01,24,29,0
2021-06-24 11:00:30,23,30,0
2021-06-24 11:32:30,17,28,0
2021-06-24 11:38:02,14,31,0
2021-06-24 11:50:08,32,10,0
2021-06-24 12:00:59,22,7,0
2021-06-24 12:33:22,13,17,0
2021-06-24 12:38:18,13,17,0
2021-06-24 12:50:00,15,17,0
