dt,pool,aqua,wellness
2021-07-25 06:00:31,0,0,0
2021-07-25 06:39:20,0,0,0
2021-07-25 06:44:37,0,0,0
2021-07-25 06:55:47,0,0,0
2021-07-25 07:00:30,0,0,0
2021-07-25 07:25:18,0,0,0
2021-07-25 07:31:04,0,0,0
2021-07-25 07:49:46,0,0,0
2021-07-25 08:00:41,0,0,0
2021-07-25 08:38:00,0,0,0
2021-07-25 08:44:09,0,0,0
2021-07-25 08:56:08,0,0,0
2021-07-25 09:00:26,0,0,0
2021-07-25 09:25:55,17,0,10
2021-07-25 09:30:51,25,0,10
2021-07-25 09:50:03,23,2,11
2021-07-25 10:00:22,29,2,10
2021-07-25 10:31:24,26,24,8
2021-07-25 10:35:56,18,33,6
2021-07-25 10:49:46,26,29,7
2021-07-25 11:00:22,23,42,8
2021-07-25 11:31:18,25,51,6
2021-07-25 11:36:39,27,45,6
2021-07-25 11:49:51,35,52,9
2021-07-25 12:00:40,36,49,12
2021-07-25 12:31:46,48,44,11
2021-07-25 12:36:42,33,46,10
2021-07-25 12:49:46,43,42,11
2021-07-25 13:00:37,53,38,11
2021-07-25 13:24:30,48,44,7
2021-07-25 13:30:51,47,54,9
2021-07-25 13:50:11,55,56,8
2021-07-25 14:00:39,51,55,7
2021-07-25 14:45:59,58,53,9
2021-07-25 14:51:37,62,51,9
2021-07-25 15:03:18,42,52,12
2021-07-25 15:08:16,42,52,12
2021-07-25 15:29:23,65,65,6
2021-07-25 15:33:08,71,65,6
2021-07-25 15:49:50,51,87,6
2021-07-25 16:00:26,55,82,6
2021-07-25 16:24:54,65,73,8
2021-07-25 16:31:13,61,70,8
2021-07-25 16:50:00,59,73,14
2021-07-25 17:00:51,52,67,13
2021-07-25 17:34:42,55,69,19
2021-07-25 17:40:33,52,67,20
2021-07-25 17:52:58,59,58,23
2021-07-25 18:00:36,56,62,23
