dt,pool,aqua,wellness
2019-11-13 06:00:03,12,0,0
2019-11-13 06:15:02,41,0,0
2019-11-13 06:30:03,52,0,0
2019-11-13 06:45:03,53,0,0
2019-11-13 07:00:04,51,0,0
2019-11-13 07:15:04,52,0,0
2019-11-13 07:30:02,36,0,0
2019-11-13 07:45:02,36,0,0
2019-11-13 08:00:02,38,0,0
2019-11-13 08:15:02,42,0,0
2019-11-13 08:30:03,40,0,0
2019-11-13 08:45:02,42,0,0
2019-11-13 09:00:04,37,0,0
2019-11-13 09:15:02,37,0,0
2019-11-13 09:30:02,35,0,0
2019-11-13 09:45:02,27,0,0
2019-11-13 10:00:03,31,0,2
2019-11-13 10:15:04,31,3,9
2019-11-13 10:30:02,47,6,16
2019-11-13 10:45:02,39,11,21
2019-11-13 11:00:02,46,11,23
2019-11-13 11:15:02,42,10,22
2019-11-13 11:30:02,45,9,21
2019-11-13 11:45:02,44,7,22
2019-11-13 12:00:03,49,5,13
2019-11-13 12:15:03,35,8,16
2019-11-13 12:30:02,30,7,12
2019-11-13 12:45:04,39,5,12
2019-11-13 13:00:02,36,11,8
2019-11-13 13:15:02,37,11,9
2019-11-13 13:30:02,34,9,11
2019-11-13 13:45:02,38,8,10
2019-11-13 14:00:02,42,9,7
2019-11-13 14:15:02,47,10,13
2019-11-13 14:30:02,49,13,15
2019-11-13 14:45:02,60,7,14
2019-11-13 15:00:03,64,5,12
2019-11-13 15:15:03,51,9,16
2019-11-13 15:30:02,56,12,22
2019-11-13 15:45:03,61,18,23
2019-11-13 16:00:02,84,21,25
2019-11-13 16:15:02,102,22,35
2019-11-13 16:30:03,120,21,39
2019-11-13 16:45:03,119,32,38
2019-11-13 17:00:03,140,34,46
2019-11-13 17:15:02,140,37,45
2019-11-13 17:30:03,115,43,47
2019-11-13 17:45:02,119,50,46
2019-11-13 18:00:02,143,47,40
2019-11-13 18:15:02,143,46,45
2019-11-13 18:30:03,126,40,48
2019-11-13 18:45:02,146,38,37
2019-11-13 19:00:02,141,37,47
2019-11-13 19:15:02,140,25,46
2019-11-13 19:30:02,128,17,46
2019-11-13 19:45:02,130,12,55
2019-11-13 20:00:02,115,7,51
2019-11-13 20:15:03,94,4,50
2019-11-13 20:30:02,47,3,43
2019-11-13 20:45:02,38,3,33
2019-11-13 21:00:02,19,0,8
2019-11-13 21:15:02,4,0,0
2019-11-13 21:30:02,1,0,0
2019-11-13 21:45:02,1,0,0
