dt,pool,aqua,wellness
2023-06-12 05:59:51,6,0,null
2023-06-12 06:19:35,30,0,null
2023-06-12 06:32:35,31,0,null
2023-06-12 06:46:20,37,0,null
2023-06-12 06:59:48,39,0,null
2023-06-12 07:18:53,35,0,null
2023-06-12 07:32:35,34,0,null
2023-06-12 07:46:20,32,0,null
2023-06-12 07:59:54,32,0,null
2023-06-12 08:20:11,20,0,null
2023-06-12 08:33:13,20,0,null
2023-06-12 08:46:18,23,0,null
2023-06-12 08:59:44,23,0,null
2023-06-12 09:18:08,21,0,null
2023-06-12 09:32:21,22,0,null
2023-06-12 09:46:28,15,0,null
2023-06-12 09:59:40,15,0,null
2023-06-12 10:19:53,29,15,null
2023-06-12 10:32:54,30,21,null
2023-06-12 10:46:26,35,22,null
2023-06-12 10:59:46,45,21,null
2023-06-12 11:19:05,35,25,null
2023-06-12 11:32:34,33,22,null
2023-06-12 11:46:18,43,13,null
2023-06-12 11:59:46,40,3,null
2023-06-12 12:19:56,24,6,null
2023-06-12 12:33:22,24,4,null
2023-06-12 12:46:22,31,5,null
2023-06-12 12:59:44,41,7,null
2023-06-12 13:16:53,36,13,null
2023-06-12 13:32:28,34,17,null
2023-06-12 13:46:24,29,18,null
2023-06-12 13:59:46,43,11,null
2023-06-12 14:21:19,40,7,null
2023-06-12 14:39:59,39,10,null
2023-06-12 14:51:43,54,10,null
2023-06-12 15:01:30,63,10,null
2023-06-12 15:20:06,60,13,null
2023-06-12 15:32:24,69,13,null
2023-06-12 15:46:18,73,16,null
2023-06-12 15:59:44,75,21,null
2023-06-12 16:18:20,81,22,null
2023-06-12 16:32:29,93,28,null
2023-06-12 16:46:23,97,21,null
2023-06-12 16:59:50,90,20,null
2023-06-12 17:18:52,94,17,null
2023-06-12 17:32:26,92,20,null
2023-06-12 17:46:26,84,29,null
2023-06-12 17:59:43,93,23,null
2023-06-12 18:20:15,69,16,null
2023-06-12 18:34:43,60,26,null
2023-06-12 18:46:20,66,19,null
2023-06-12 18:59:46,76,18,null
2023-06-12 19:17:28,78,19,null
2023-06-12 19:32:29,84,28,null
2023-06-12 19:46:28,85,26,null
2023-06-12 19:59:44,74,28,null
2023-06-12 20:19:46,40,21,null
2023-06-12 20:32:28,53,4,null
2023-06-12 20:46:24,28,2,null
2023-06-12 20:59:47,16,0,null
2023-06-12 21:16:13,4,0,null
2023-06-12 21:32:19,4,0,null
2023-06-12 21:46:21,4,0,null
2023-06-12 21:59:49,4,0,null
2023-06-12 22:18:42,4,0,null
2023-06-12 22:32:26,4,0,null
2023-06-12 22:46:25,4,0,null
