dt,pool,aqua,wellness
2019-08-02 06:00:06,0,0,0
2019-08-02 06:15:02,31,0,0
2019-08-02 06:30:04,33,0,0
2019-08-02 06:45:02,35,0,0
2019-08-02 07:00:02,28,0,0
2019-08-02 07:15:02,22,0,0
2019-08-02 07:30:03,18,0,0
2019-08-02 07:45:02,17,0,0
2019-08-02 08:00:03,8,0,0
2019-08-02 08:15:02,9,0,0
2019-08-02 08:30:02,10,0,0
2019-08-02 08:45:03,11,0,0
2019-08-02 09:00:03,10,0,0
2019-08-02 09:15:02,14,0,0
2019-08-02 09:30:03,15,0,0
2019-08-02 09:45:03,20,0,0
2019-08-02 10:00:02,33,0,0
2019-08-02 10:15:02,36,29,0
2019-08-02 10:30:03,35,44,0
2019-08-02 10:45:02,34,52,0
2019-08-02 11:00:04,40,51,0
2019-08-02 11:15:06,46,49,0
2019-08-02 11:30:04,58,50,0
2019-08-02 11:45:02,41,51,0
2019-08-02 12:00:02,46,37,0
2019-08-02 12:15:02,31,36,0
2019-08-02 12:30:02,28,30,0
2019-08-02 12:45:02,30,29,0
2019-08-02 13:00:03,28,34,0
2019-08-02 13:15:02,32,35,0
2019-08-02 13:30:03,40,43,0
2019-08-02 13:45:03,56,34,0
2019-08-02 14:00:02,51,40,0
2019-08-02 14:15:02,48,44,0
2019-08-02 14:30:03,42,48,0
2019-08-02 14:45:03,60,60,0
2019-08-02 15:00:04,60,71,0
2019-08-02 15:15:02,49,84,0
2019-08-02 15:30:02,55,96,0
2019-08-02 15:45:02,39,107,0
2019-08-02 16:00:02,48,98,0
2019-08-02 16:15:03,61,77,0
2019-08-02 16:30:03,57,78,0
2019-08-02 16:45:02,59,68,0
2019-08-02 17:00:03,59,61,2
2019-08-02 17:15:03,48,42,11
2019-08-02 17:30:02,59,34,10
2019-08-02 17:45:02,62,38,12
2019-08-02 18:00:03,66,30,15
2019-08-02 18:15:02,62,24,17
2019-08-02 18:30:02,52,25,21
2019-08-02 18:45:02,54,23,22
2019-08-02 19:00:03,53,16,23
2019-08-02 19:15:02,39,18,30
2019-08-02 19:30:03,49,17,33
2019-08-02 19:45:02,40,21,29
2019-08-02 20:00:03,35,19,28
2019-08-02 20:15:02,30,17,26
2019-08-02 20:30:02,32,10,21
2019-08-02 20:45:02,18,4,20
2019-08-02 21:00:02,22,0,9
2019-08-02 21:15:02,7,0,0
2019-08-02 21:30:02,6,0,0
2019-08-02 21:45:02,6,0,0
