dt,pool,aqua,wellness
2021-11-07 05:00:25,0,0,0
2021-11-07 05:39:10,0,0,0
2021-11-07 05:44:32,0,0,0
2021-11-07 05:55:41,0,0,0
2021-11-07 06:00:33,0,0,0
2021-11-07 06:26:15,0,0,0
2021-11-07 06:31:10,0,0,0
2021-11-07 06:49:59,0,0,0
2021-11-07 07:00:54,0,0,0
2021-11-07 07:34:45,10,0,0
2021-11-07 07:41:10,10,0,0
2021-11-07 07:53:20,10,0,0
2021-11-07 08:00:33,10,0,0
2021-11-07 08:27:02,10,0,0
2021-11-07 08:31:44,10,0,0
2021-11-07 08:49:54,10,0,0
2021-11-07 09:00:40,10,0,0
2021-11-07 09:32:50,85,10,11
2021-11-07 09:37:35,79,19,15
2021-11-07 09:49:51,72,30,18
2021-11-07 10:00:58,92,34,19
2021-11-07 10:29:04,103,64,23
2021-11-07 10:34:31,96,72,24
2021-11-07 10:49:48,68,107,19
2021-11-07 11:00:32,76,110,25
2021-11-07 11:31:33,73,98,24
2021-11-07 11:36:34,82,93,22
2021-11-07 11:49:46,93,79,20
2021-11-07 12:00:31,83,84,19
2021-11-07 12:25:14,95,60,17
2021-11-07 12:30:52,88,55,17
2021-11-07 12:49:52,83,64,19
2021-11-07 13:00:47,78,67,23
2021-11-07 13:44:31,64,72,23
2021-11-07 13:50:04,73,68,24
2021-11-07 14:02:57,87,61,28
2021-11-07 14:09:21,84,64,26
2021-11-07 14:30:58,78,79,29
2021-11-07 14:34:38,79,81,29
2021-11-07 14:49:48,95,77,30
2021-11-07 15:00:35,92,89,29
2021-11-07 15:26:12,78,98,42
2021-11-07 15:31:34,82,99,45
2021-11-07 15:49:50,96,91,44
2021-11-07 16:00:37,77,86,42
2021-11-07 16:31:22,83,81,44
2021-11-07 16:37:17,83,90,43
2021-11-07 16:51:00,100,75,43
2021-11-07 17:00:29,107,78,46
2021-11-07 17:47:09,89,58,35
2021-11-07 17:53:54,72,66,34
2021-11-07 18:02:46,66,62,35
2021-11-07 18:08:36,61,60,39
2021-11-07 18:33:40,62,31,43
2021-11-07 18:37:50,62,31,43
2021-11-07 18:49:55,70,28,39
