dt,pool,aqua,wellness
2021-11-03 05:00:49,0,0,0
2021-11-03 05:39:53,0,0,0
2021-11-03 05:45:11,0,0,0
2021-11-03 05:56:13,2,0,0
2021-11-03 06:00:22,3,0,0
2021-11-03 06:26:36,18,0,0
2021-11-03 06:31:32,20,0,0
2021-11-03 06:49:57,24,0,0
2021-11-03 07:00:40,25,0,0
2021-11-03 07:35:03,25,0,0
2021-11-03 07:41:10,23,0,0
2021-11-03 07:53:40,25,0,0
2021-11-03 08:00:38,25,0,0
2021-11-03 08:27:32,28,0,0
2021-11-03 08:32:13,28,0,0
2021-11-03 08:49:49,27,0,0
2021-11-03 09:00:47,25,0,0
2021-11-03 09:33:40,21,0,0
2021-11-03 09:38:23,21,0,0
2021-11-03 09:50:05,16,0,0
2021-11-03 10:00:45,24,0,2
2021-11-03 10:29:33,44,11,17
2021-11-03 10:35:20,35,17,18
2021-11-03 10:49:48,37,22,18
2021-11-03 11:00:35,42,21,14
2021-11-03 11:32:06,41,16,15
2021-11-03 11:37:06,45,10,14
2021-11-03 11:49:53,48,9,11
2021-11-03 12:00:40,52,7,4
2021-11-03 12:25:47,30,4,7
2021-11-03 12:31:02,29,5,5
2021-11-03 12:49:49,30,5,13
2021-11-03 13:00:37,25,9,14
2021-11-03 13:46:15,25,6,15
2021-11-03 13:51:48,22,8,15
2021-11-03 14:04:27,26,8,14
2021-11-03 14:11:19,23,9,13
2021-11-03 14:32:18,23,7,12
2021-11-03 14:36:00,29,8,11
2021-11-03 14:49:49,34,7,11
2021-11-03 15:00:39,48,6,14
2021-11-03 15:26:55,62,11,13
2021-11-03 15:33:36,73,14,9
2021-11-03 15:50:14,80,13,9
2021-11-03 16:00:40,102,13,12
