dt,pool,aqua,wellness
2021-11-11 05:00:27,0,0,0
2021-11-11 05:40:21,0,0,0
2021-11-11 05:45:31,0,0,0
2021-11-11 05:56:42,17,0,0
2021-11-11 06:00:42,20,0,0
2021-11-11 06:26:59,41,0,0
2021-11-11 06:31:54,45,0,0
2021-11-11 06:49:59,45,0,0
2021-11-11 07:00:56,44,0,0
2021-11-11 07:35:26,27,0,0
2021-11-11 07:41:47,25,0,0
2021-11-11 07:54:13,20,0,0
2021-11-11 08:00:30,22,0,0
2021-11-11 08:27:31,19,0,0
2021-11-11 08:32:19,19,0,0
2021-11-11 08:49:59,14,0,0
2021-11-11 09:00:57,15,0,0
2021-11-11 09:34:19,19,0,0
2021-11-11 09:38:58,19,0,0
2021-11-11 09:50:16,16,0,0
