dt,pool,aqua,wellness
2023-05-22 05:59:42,14,0,0
2023-05-22 06:19:38,35,0,0
2023-05-22 06:32:34,37,0,0
2023-05-22 06:46:28,35,0,0
2023-05-22 06:59:41,41,0,0
2023-05-22 07:18:39,36,0,0
2023-05-22 07:32:24,30,0,0
2023-05-22 07:46:33,28,0,0
2023-05-22 07:59:43,24,0,0
2023-05-22 08:19:57,17,0,0
2023-05-22 08:33:03,14,0,0
2023-05-22 08:46:28,17,0,0
2023-05-22 08:59:51,19,0,0
2023-05-22 09:18:02,20,0,0
2023-05-22 09:32:25,18,0,0
2023-05-22 09:46:27,18,0,0
2023-05-22 09:59:43,20,0,0
2023-05-22 10:20:05,17,5,0
2023-05-22 10:32:49,31,7,0
2023-05-22 10:46:35,30,8,0
2023-05-22 10:59:51,34,7,0
2023-05-22 11:18:34,35,8,0
2023-05-22 11:32:30,39,8,0
2023-05-22 11:46:21,37,6,0
2023-05-22 11:59:51,44,3,0
2023-05-22 12:19:25,37,1,4
2023-05-22 12:32:28,29,1,4
2023-05-22 12:46:22,32,3,5
2023-05-22 12:59:45,25,11,4
2023-05-22 13:16:44,22,20,1
2023-05-22 13:32:24,21,21,2
2023-05-22 13:46:29,34,18,2
2023-05-22 13:59:49,40,12,3
2023-05-22 14:21:18,55,5,4
2023-05-22 14:40:02,43,10,8
2023-05-22 14:51:33,61,10,8
2023-05-22 15:01:34,63,10,8
2023-05-22 15:19:43,80,13,10
2023-05-22 15:32:20,87,13,7
2023-05-22 15:46:34,96,15,8
2023-05-22 15:59:44,102,16,9
2023-05-22 16:18:22,103,19,9
2023-05-22 16:32:39,106,23,7
2023-05-22 16:46:23,92,24,5
2023-05-22 16:59:40,97,28,4
2023-05-22 17:18:54,105,32,7
2023-05-22 17:32:33,121,27,9
2023-05-22 17:46:32,116,33,7
2023-05-22 17:59:43,115,34,7
2023-05-22 18:19:50,80,39,8
2023-05-22 18:34:29,66,34,11
2023-05-22 18:46:24,76,25,15
2023-05-22 18:59:41,98,17,17
2023-05-22 19:17:54,101,13,16
2023-05-22 19:32:22,92,20,15
2023-05-22 19:46:27,76,17,17
2023-05-22 19:59:40,78,24,11
2023-05-22 20:19:44,57,19,13
2023-05-22 20:32:21,59,0,12
2023-05-22 20:46:26,26,0,10
2023-05-22 20:59:44,16,0,1
2023-05-22 21:16:02,1,0,0
2023-05-22 21:32:16,1,0,0
2023-05-22 21:46:20,1,0,0
